@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,pii,dc:description,authkeywords,article-number
true,https://api.elsevier.com/content/abstract/scopus_id/85089127421,SCOPUS_ID:85089127421,2-s2.0-85089127421,Twenty-seven-year time trends in dementia incidence in Europe and the United States: The Alzheimer Cohorts Consortium,Wolters F.J.,Neurology,00283878,1526632X,95,5,E519-E531,2020-08-04,4 August 2020,10.1212/WNL.0000000000010022,296,32611641,Journal,ar,Article,100,43,43,17952,J&amp;J,678543,Johnson and Johnson,1,TRUE,all,All Open Access,57,NA,"Objective To determine changes in the incidence of dementia between 1988 and 2015.MethodsThis analysis was performed in aggregated data from individuals >65 years of age in 7 population-based cohort studies in the United States and Europe from the Alzheimer Cohort Consortium. First, we calculated age- and sex-specific incidence rates for all-cause dementia, and then defined nonoverlapping 5-year epochs within each study to determine trends in incidence. Estimates of change per 10-year interval were pooled and results are presented combined and stratified by sex.ResultsOf 49,202 individuals, 4,253 (8.6%) developed dementia. The incidence rate of dementia increased with age, similarly for women and men, ranging from about 4 per 1,000 person-years in individuals aged 65-69 years to 65 per 1,000 person-years for those aged 85-89 years. The incidence rate of dementia declined by 13% per calendar decade (95% confidence interval [CI], 7%-19%), consistently across studies, and somewhat more pronouncedly in men than in women (24% [95% CI 14%-32%] vs 8% [0%-15%]).ConclusionThe incidence rate of dementia in Europe and North America has declined by 13% per decade over the past 25 years, consistently across studies. Incidence is similar for men and women, although declines were somewhat more profound in men. These observations call for sustained efforts to finding the causes for this decline, as well as determining their validity in geographically and ethnically diverse populations.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85129993754,SCOPUS_ID:85129993754,2-s2.0-85129993754,Lipid Microbubble–Conjugated Anti-CD3 and Anti-CD28 Antibodies (Microbubble-Based Human T Cell Activator) Offer Superior Long-Term Expansion of Human Naive T Cells in Vitro,Lustig A.,ImmunoHorizons,NA,25737732,4,8,475-484,2020-08-01,1 August 2020,10.4049/immunohorizons.2000056,7,32769179,Journal,ar,Article,100,8,8,21101088224,NIH,75N91019C00032,National Institutes of Health,1,TRUE,all,All Open Access,58,NA,"Stimulation of human primary T cells with immobilized anti-CD3 and anti-CD28 Abs in vitro provide a system to study T cell activation and proliferation and an avenue for expanding T cells for immunotherapy. Magnetic beads conjugated with anti-CD3 and antiCD28 Abs (Dynabeads Human T-Activator [D-TCA]) have been a golden standard for stimulating human primary T cells in vitro. In this study, we report that an application using anti-CD3 and anti-CD28 Abs conjugated on lipid microbubbles (microbubble-based human T cell activator [MB-TCA]) to stimulate primary human naive T cells resulted in expansion superior to D-TCA. In 56-d cultures with three repeated stimulation cycles (14 d per stimulation), we found that 1) MB-TCA induced significantly better expansion (20- and 10-fold increase) of naive CD4+ and CD8+ T cells than did D-TCA; 2) MB-TCA– and D-TCA–stimulated T cells had a similar number of initial cell divisions, but MB-TCA had significantly lower activation-induced cell death than D-TCA; 3) MB-TCA–stimulated T cells produced less TNF-a than did D-TCA; and 4) blocking TNF-a action via adding an Ab against TNF-aR (TNFRSF1A) significantly improved expansion of T cells activated by D-TCA in vitro. Together, we demonstrated that the MB-TCA induces a better expansion of human naive T cells in vitro and offers advantages in both basic and clinical applications in which the outcome depends on the number of T cells.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85089768397,SCOPUS_ID:85089768397,2-s2.0-85089768397,Whole Blood DNA Methylation Signatures of Diet Are Associated With Cardiovascular Disease Risk Factors and All-Cause Mortality,Ma J.,Circulation: Genomic and Precision Medicine,NA,25748300,13,4,E002766,2020-08-01,1 August 2020,10.1161/CIRCGEN.119.002766,55,32525743,Journal,ar,Article,100,50,50,21100879846,NHLBI,U01HL130114,"National Heart, Lung, and Blood Institute",1,TRUE,all,All Open Access,59,NA,"Background: DNA methylation patterns associated with habitual diet have not been well studied. Methods: Diet quality was characterized using a Mediterranean-style diet score and the Alternative Healthy Eating Index score. We conducted ethnicity-specific and trans-ethnic epigenome-wide association analyses for diet quality and leukocyte-derived DNA methylation at over 400 000 CpGs (cytosine-guanine dinucleotides) in 5 population-based cohorts including 6662 European ancestry, 2702 African ancestry, and 360 Hispanic ancestry participants. For diet-associated CpGs identified in epigenome-wide analyses, we conducted Mendelian randomization (MR) analysis to examine their relations to cardiovascular disease risk factors and examined their longitudinal associations with all-cause mortality. Results: We identified 30 CpGs associated with either Mediterranean-style diet score or Alternative Healthy Eating Index, or both, in European ancestry participants. Among these CpGs, 12 CpGs were significantly associated with all-cause mortality (Bonferroni corrected P<1.6×10-3). Hypermethylation of cg18181703 (SOCS3) was associated with higher scores of both Mediterranean-style diet score and Alternative Healthy Eating Index and lower risk for all-cause mortality (P=5.7×10-15). Ten additional diet-associated CpGs were nominally associated with all-cause mortality (P<0.05). MR analysis revealed 8 putatively causal associations for 6 CpGs with 4 cardiovascular disease risk factors (body mass index, triglycerides, high-density lipoprotein cholesterol concentrations, and type 2 diabetes mellitus; Bonferroni corrected MR P<4.5×10-4). For example, hypermethylation of cg11250194 (FADS2) was associated with lower triglyceride concentrations (MR, P=1.5×10-14).and hypermethylation of cg02079413 (SNORA54; NAP1L4) was associated with body mass index (corrected MR, P=1×10-6). Conclusions: Habitual diet quality was associated with differential peripheral leukocyte DNA methylation levels of 30 CpGs, most of which were also associated with multiple health outcomes, in European ancestry individuals. These findings demonstrate that integrative genomic analysis of dietary information may reveal molecular targets for disease prevention and treatment.",cardiovascular disease | diet | DNA methylation | epigenome | triglycerides,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85083008384,SCOPUS_ID:85083008384,2-s2.0-85083008384,"A double-blind, randomized controlled trial of duloxetine for pain in Parkinson's disease",Iwaki H.,Journal of the Neurological Sciences,0022510X,18785883,414,NA,NA,2020-07-15,15 July 2020,10.1016/j.jns.2020.116833,17,32299024,Journal,ar,Article,100,10,10,16820,NA,undefined,Ehime University,0,FALSE,NA,NA,60,S0022510X20301696,"Background: Duloxetine proved effective for treating pain in people with Parkinson's disease in a single-arm, open-label study. Objective: To evaluate the efficacy of duloxetine in a double-blind, randomized, placebo-controlled trial. Methods: We randomly assigned 46 patients with Parkinson's disease with pain to either the duloxetine 40 mg/day arm or the placebo arm. After 10 weeks, we tested the change from baseline in 24-hour average pain severity measured by a visual analogue scale. Results: We could not confirm the effect of duloxetine on pain. Exploratory analyses indicated that treatment with duloxetine was associated with improved scores on the Unified Parkinson's Disease Rating Scale Part III and 3 domains of the Parkinson's Disease Questionnaire – 39. Conclusions: The study failed to provide evidence for the use of duloxetine for treating pain in people with Parkinson's disease.",Duloxetine hydrochloride | Pain | Parkinson's disease | Randomized controlled trial,116833
true,https://api.elsevier.com/content/abstract/scopus_id/85087721239,SCOPUS_ID:85087721239,2-s2.0-85087721239,Astrocyte- and Neuron-Derived Extracellular Vesicles from Alzheimer's Disease Patients Effect Complement-Mediated Neurotoxicity,Nogueras-Ortiz C.J.,Cells,NA,20734409,9,7,NA,2020-07-04,4 July 2020,10.3390/cells9071618,74,32635578,Journal,ar,Article,100,10,10,21100978391,NIA,ZIAAG000975,National Institute on Aging,1,TRUE,all,All Open Access,61,NA,"We have previously shown that blood astrocytic-origin extracellular vesicles (AEVs) from Alzheimer's disease (AD) patients contain high complement levels. To test the hypothesis that circulating EVs from AD patients can induce complement-mediated neurotoxicity involving Membrane Attack Complex (MAC) formation, we assessed the effects of immunocaptured AEVs (using anti-GLAST antibody), in comparison with neuronal-origin (N)EVs (using anti-L1CAM antibody), and nonspecific CD81+ EVs (using anti-CD81 antibody), from the plasma of AD, frontotemporal lobar degeneration (FTLD), and control participants. AEVs (and, less effectively, NEVs) of AD participants induced Membrane Attack Complex (MAC) expression on recipient neurons (by immunohistochemistry), membrane disruption (by EthD-1 assay), reduced neurite density (by Tuj-1 immunohistochemistry), and decreased cell viability (by MTT assay) in rat cortical neurons and human iPSC-derived neurons. Demonstration of decreased cell viability was replicated in a separate cohort of autopsy-confirmed AD patients. These effects were not produced by CD81+ EVs from AD participants or AEVs/NEVs from FTLD or control participants, and were suppressed by the MAC inhibitor CD59 and other complement inhibitors. Our results support the stated hypothesis and should motivate future studies on the roles of neuronal MAC deposition and AEV/NEV uptake, as effectors of neurodegeneration in AD.",astrocytes | complement | exosomes | membrane attack complex | neurodegeneration,1614
true,https://api.elsevier.com/content/abstract/scopus_id/85091096889,SCOPUS_ID:85091096889,2-s2.0-85091096889,Association of cerebral blood flow with myelin content in cognitively unimpaired adults,Bouhrara M.,BMJ Neurology Open,NA,26326140,2,1,NA,2020-07-01,1 July 2020,10.1136/bmjno-2020-000053,30,NA,Journal,ar,Article,100,10,10,21101056543,NA,undefined,NA,1,TRUE,all,All Open Access,62,NA,"Background Myelin loss and cerebral blood flow (CBF) decline are central features of several neurodegenerative diseases. Myelin maintenance through oligodendrocyte metabolism is an energy-demanding process, so that myelin homeostasis is particularly sensitive to hypoxia, hypoperfusion or ischaemia. However, in spite of its central importance, little is known about the association between blood supply and myelin integrity. Objective To assess associations between cortical and subcortical CBF, and subcortical myelin content, in critical brain white matter regions. Materials and methods MRI was performed on a cohort of 67 cognitively unimpaired adults. Using advanced MRI methodology, we measured whole-brain longitudinal and transverse relaxation rates (R 1 and R 2), sensitive but non-specific markers of myelin content, and myelin water fraction (MWF), a direct surrogate of myelin content, as well as regional CBF, from each of these participants. Results All quantitative relaxometry metrics were positively associated with CBF in all brain regions evaluated. These associations between MWF or R 1 and CBF, and, to a lesser extent, between R 2 and CBF, were statistically significant in most brain regions examined, indicating that lower regional cortical or subcortical CBF corresponds to a decrease in local subcortical myelin content. Finally, all relaxometry metrics exhibited a quadratic, inverted U-shaped, association with age; this is attributed to the development of myelination from young to middle age, followed by progressive loss of myelin in later years. Conclusions In this first study examining the association between local blood supply and myelin integrity, we found that myelin content declines with CBF across a wide age range of cognitively normal subjects.",cerebral blood flow | MRI | myelin,e000053
true,https://api.elsevier.com/content/abstract/scopus_id/85088276964,SCOPUS_ID:85088276964,2-s2.0-85088276964,MRI signatures of brain age and disease over the lifespan based on a deep brain network and 14 468 individuals worldwide,Bashyam V.M.,Brain,00068950,14602156,143,7,2312-2324,2020-07-01,1 July 2020,10.1093/brain/awaa160,212,32591831,Journal,ar,Article,100,30,30,14317,NIH,HHSN271201600059C,National Institutes of Health,1,TRUE,all,All Open Access,63,NA,"Deep learning has emerged as a powerful approach to constructing imaging signatures of normal brain ageing as well as of various neuropathological processes associated with brain diseases. In particular, MRI-derived brain age has been used as a comprehensive biomarker of brain health that can identify both advanced and resilient ageing individuals via deviations from typical brain ageing. Imaging signatures of various brain diseases, including schizophrenia and Alzheimer's disease, have also been identified using machine learning. Prior efforts to derive these indices have been hampered by the need for sophisticated and not easily reproducible processing steps, by insufficiently powered or diversified samples from which typical brain ageing trajectories were derived, and by limited reproducibility across populations and MRI scanners. Herein, we develop and test a sophisticated deep brain network (DeepBrainNet) using a large (n = 11 729) set of MRI scans from a highly diversified cohort spanning different studies, scanners, ages and geographic locations around the world. Tests using both cross-validation and a separate replication cohort of 2739 individuals indicate that DeepBrainNet obtains robust brain-age estimates from these diverse datasets without the need for specialized image data preparation and processing. Furthermore, we show evidence that moderately fit brain ageing models may provide brain age estimates that are most discriminant of individuals with pathologies. This is not unexpected as tightly-fitting brain age models naturally produce brain-age estimates that offer little information beyond age, and loosely fitting models may contain a lot of noise. Our results offer some experimental evidence against commonly pursued tightly-fitting models. We show that the moderately fitting brain age models obtain significantly higher differentiation compared to tightly-fitting models in two of the four disease groups tested. Critically, we demonstrate that leveraging DeepBrainNet, along with transfer learning, allows us to construct more accurate classifiers of several brain diseases, compared to directly training classifiers on patient versus healthy control datasets or using common imaging databases such as ImageNet. We, therefore, derive a domain-specific deep network likely to reduce the need for application-specific adaptation and tuning of generic deep learning networks. We made the DeepBrainNet model freely available to the community for MRI-based evaluation of brain health in the general population and over the lifespan.",Brain age | Deep learning | Transfer learning,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85086749843,SCOPUS_ID:85086749843,2-s2.0-85086749843,Establishing the Link between Lean Mass and Grip Strength Cut Points with Mobility Disability and Other Health Outcomes: Proceedings of the Sarcopenia Definition and Outcomes Consortium Conference,Cawthon P.M.,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,10795006,1758535X,75,7,1317-1323,2020-07-01,July 2020,10.1093/gerona/glz081,91,30869772,Journal,ar,Article,100,32,32,29559,NIH,5 P60 AR49465-03,National Institutes of Health,0,FALSE,all,All Open Access,64,NA,"Background: Lack of consensus on how to diagnose sarcopenia has limited the ability to diagnose this condition and hindered drug development. The Sarcopenia Definitions and Outcomes Consortium (SDOC) was formed to develop evidence-based diagnostic cut points for lean mass and/or muscle strength that identify people at increased risk of mobility disability. We describe here the proceedings of a meeting of SDOC and other experts to discuss strategic considerations in the development of evidence-based sarcopenia definition. Methods: Presentations and panel discussions reviewed the usefulness of sarcopenia as a biomarker, the analytical approach used by SDOC to establish cut points, and preliminary findings, and provided strategic direction to develop an evidence-based definition of sarcopenia. Results: The SDOC assembled data from eight epidemiological cohorts consisting of 18,831 participants, clinical populations from 10 randomized trials and observational studies, and 2 nationally representative cohorts. In preliminary assessments, grip strength or grip strength divided by body mass index was identified as discriminators of risk for mobility disability (walking speed <0.8 m/s), whereas dual-energy X-ray absorptiometry-derived lean mass measures were not good discriminators of mobility disability. Candidate definitions based on grip strength variables were associated with increased risk of mortality, falls, mobility disability, and instrumental activities of daily living disability. The prevalence of low grip strength increased with age. The attendees recommended the establishment of an International Expert Panel to review a series of position statements on sarcopenia definition that are informed by the findings of the SDOC analyses and synthesis of literature. Conclusions: International consensus on an evidence-based definition of sarcopenia is needed. Grip strength - absolute or adjusted for body mass index - is an important discriminator of mobility disability and other endpoints. Additional research is needed to develop a predictive risk model that takes into account sarcopenia components as well as age, sex, race, and comorbidities.",Grip strength cut-points | Lean mass cut-points | Mobility disability | Risk factors for mobility disability | Sarcopenia,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85082826473,SCOPUS_ID:85082826473,2-s2.0-85082826473,Comprehensive assessment of PINK1 variants in Parkinson's disease,Krohn L.,Neurobiology of Aging,01974580,15581497,91,NA,168.e1-168.e5,2020-07-01,July 2020,10.1016/j.neurobiolaging.2020.03.003,35,32249012,Journal,ar,Article,100,10,10,23985,NIH,1ZIA-NS003154,National Institutes of Health,0,FALSE,all,All Open Access,65,S0197458020300737,"Multiple genes have been associated with monogenic Parkinson's disease and Parkinsonism syndromes. Mutations in PINK1 (PARK6) have been shown to result in autosomal recessive early-onset Parkinson's disease. In the past decade, several studies have suggested that carrying a single heterozygous PINK1 mutation is associated with increased risk for Parkinson's disease. Here, we comprehensively assess the role of PINK1 variants in Parkinson's disease susceptibility using several large data sets totalling 376,558 individuals including 13,708 cases with Parkinson's disease and 362,850 control subjects. After combining these data, we did not find evidence to support a role for heterozygous PINK1 mutations as a robust risk factor for Parkinson's disease.",Heterozygous carriers | p.G411S | Parkinson's disease | PINK1 | Risk factor,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85082005522,SCOPUS_ID:85082005522,2-s2.0-85082005522,A multidimensional approach to frailty in older people,Pilotto A.,Ageing Research Reviews,15681637,18729649,60,NA,NA,2020-07-01,July 2020,10.1016/j.arr.2020.101047,250,32171786,Journal,re,Review,100,6,6,28475,EC,undefined,European Commission,0,FALSE,all,All Open Access,66,S1568163719303113,"Frailty is an important factor determining a higher risk of adverse health outcomes in older adults. Although scientific community in the last two decades put a lot of effort for its definition, to date no consensus was reached on its assessment. The mainstream thinking describes frailty as a loss of physical functions or as accumulation of multiple deficits. Recently, a novel conceptual model of frailty has emerged based on the loss of harmonic interaction between multiple domains (also referred as dimensions) including genetic, biological, functional, cognitive, psychological and socio-economic domain that ultimately lead to homeostatic instability. Therefore, the multidimensional aspects of frailty condition could be captured by the comprehensive geriatric assessment (CGA) and its derived Multidimensional Prognostic Index (MPI). This instrument has been applied in different clinical settings and in several cohorts of older adults with specific acute and chronic diseases, showing always excellent accuracy in stratifying population according the mortality risk and other negative health outcomes, i.e. hospitalization, institutionalization or admission to homecare services. This MPI “plasticity” provides a single numerical prognostic index which could be helpful in clinical decision making for the management of frail older adults.",Comprehensive geriatric assessment | Frailty | Multidimensional prognostic index,101047
true,https://api.elsevier.com/content/abstract/scopus_id/85076558101,SCOPUS_ID:85076558101,2-s2.0-85076558101,Non-toxic HSC Transplantation-Based Macrophage/Microglia-Mediated GDNF Delivery for Parkinson's Disease,Chen C.,Molecular Therapy Methods and Clinical Development,NA,23290501,17,NA,83-98,2020-06-12,12 June 2020,10.1016/j.omtm.2019.11.013,21,NA,Journal,ar,Article,100,11,11,21100451375,NA,2I01BX000737,William and Ella Owens Medical Research Foundation,1,TRUE,all,All Open Access,67,S232905011930138X,"Glial cell-line-derived neurotrophic factor (GDNF) is a potent neuroprotective agent in cellular and animal models of Parkinson's disease (PD). However, CNS delivery of GDNF in clinical trials has proven challenging due to blood-brain barrier (BBB) impermeability, poor diffusion within brain tissue, and large brain size. We report that using non-toxic mobilization-enabled preconditioning, hematopoietic stem cell (HSC) transplantation-based macrophage-mediated gene delivery may provide a solution to overcome these obstacles. Syngeneic bone marrow HSCs were transduced ex vivo with a lentiviral vector expressing macrophage promoter-driven GDNF and transplanted into 14-week-old MitoPark mice exhibiting PD-like impairments. Transplant preconditioning with granulocyte colony-stimulating factor (G-CSF) and AMD3100 was used to vacate bone marrow stem cell niches. Chimerism reached ∼80% after seven transplantation cycles. Transgene-expressing macrophages infiltrated degenerating CNS regions of MitoPark mice (not wild-type littermate controls), resulting in increased GDNF levels in the midbrain. Macrophage GDNF delivery not only markedly improved motor and non-motor dysfunction, but also dramatically mitigated the loss of dopaminergic neurons in both substantia nigra and the ventral tegmental area and preserved axonal terminals in the striatum. Striatal dopamine levels were almost completely restored. Our data support further development of mobilization-enabled HSC transplantation (HSCT)-based macrophage-mediated GDNF gene delivery as a disease-modifying therapy for PD.",Cell therapy | GDNF | Gene therapy | Hematopoietic stem cell | Hematopoietic stem cell transplantation | Macrophage | Neurodegenerative diseases | Neuroprotective | Neurotrophic factors | Parkinson's disease,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85085535855,SCOPUS_ID:85085535855,2-s2.0-85085535855,Cigarette Smoking Is Associated with Lower Quadriceps Cross-sectional Area and Attenuation in Older Adults,Marques E.A.,Nicotine and Tobacco Research,14622203,1469994X,22,6,935-941,2020-06-01,1 June 2020,10.1093/ntr/ntz081,4,31091312,Journal,ar,Article,100,13,13,17058,NIA,ZIAAG007380,National Institute on Aging,0,FALSE,all,All Open Access,68,NA,"Introduction: In addition to well-established links with cardiovascular and respiratory diseases, cigarette smoking may affect skeletal muscle; however, associations with quadriceps atrophy, density, and function are unknown. This study explored the associations of current and former smoking with quadriceps muscle area and attenuation as well as muscle force (assessed as knee extension peak torque) and rate of torque development - a measure of muscle power in older adults. Methods: Data from 4469 older adults, aged 66-95 years at baseline in the Age, Gene/Environment Susceptibility-Reykjavik Study with measurements of thigh computed tomography, isometric knee extension testing, self-reported smoking history, and potential covariates were analyzed. Results: Sex differences were observed in these data; therefore, our final analyses are stratified by sex. In men, both former smokers and current smokers had lower muscle area (with β= -0.10, 95% confidence interval [CI] = -0.17 to -0.03 and β = -0.19, 95% CI = -0.33 to -0.05, respectively) and lower muscle attenuation (ie, higher fat infiltration, β = -0.08, 95% CI = -0.16 to -0.01 and β = -0.17, 95% CI = -0.34 to -0.01, respectively) when compared with never smokers. Smoking status was not associated with male peak torque or rate of torque development. In women, current smoking was associated with lower muscle attenuation (β = -0.24, 95% CI = -0.34 to -0.13) compared to never smoking. Among female smokers (current and former), muscle attenuation and peak torque were lower with increasing pack-years. Conclusions: Results suggest that cigarette smoking is related to multiple muscle properties at older age and that these relationships may be different among men and women. Implications: This article presents novel data, as it examined for the first time the relationship between smoking and computed tomography-derived quadriceps muscle size (cross-sectional area) and attenuation. This study suggests that current cigarette smoking is related to higher muscle fat infiltration, which may have significant health implications for the older population, because of its known association with poor physical function, falls, and hip fractures.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85084502314,SCOPUS_ID:85084502314,2-s2.0-85084502314,Derivation of a measure of physiological multisystem dysregulation: Results from WHAS and health ABC,Gross A.L.,Mechanisms of Ageing and Development,00476374,18726216,188,NA,NA,2020-06-01,June 2020,10.1016/j.mad.2020.111258,10,32423871,Journal,ar,Article,100,10,10,29640,NIH,K01AG050699,National Institutes of Health,0,FALSE,all,All Open Access,69,S0047637420300543,"Introduction: Multifactorial biological processes underpin dysregulation over several individual physiological systems. However, it is challenging to characterize and model this multisystemic dysregulation and its relationship with individual physiologic systems. We operationalized a theory-driven measure of multisystem dysregulation and empirically tested for measurement differences by key characteristics. Methods: We used the Women's Health and Aging Studies (WHAS) I and II (N = 649), and the Health ABC study (N = 1515). Twelve biomarkers representing multiple systems including stress response (e.g., inflammation), endocrine system, and energy regulation were identified. A series of confirmatory factor analyses (CFA) were conducted to evaluate the interplay between physiological systems and underlying multisystem dysregulation. We evaluated convergent criterion validity of a score for multisystem dysregulation against the physical frailty phenotype, and predictive criterion validity with incidence of walking difficulty and mortality. Results: A bifactor CFA, a model in which dysregulation of individual systems proceeds independently of generalized dysregulation, fit data well in WHAS (RMSEA: 0.019; CFI: 0.977; TLI: 0.961) and Health ABC (RMSEA: 0.047; CFI: 0.874; TLI: 0.787). The general dysregulation factor was associated with frailty (OR: 2.2, 95 % CI: 1.4, 3.5), and elevated risk of incident walking difficulty and mortality. Findings were replicated in Health ABC. Discussion: Biomarker data from two epidemiologic studies support the construct of multisystem physiological dysregulation. Results further suggest system-specific and system-wide processes have unique and non-overlapping contributions to dysregulation in biological markers.",Biomarkers | Frailty | Psychometrics,111258
true,https://api.elsevier.com/content/abstract/scopus_id/85084124295,SCOPUS_ID:85084124295,2-s2.0-85084124295,Survey of the Arc Epigenetic Landscape in Normal Cognitive Aging,Myrum C.,Molecular Neurobiology,08937648,15591182,57,6,2727-2740,2020-06-01,1 June 2020,10.1007/s12035-020-01915-4,9,32333254,Journal,ar,Article,100,8,8,14160,NIH,ZIAAG000350,National Institutes of Health,0,FALSE,all,All Open Access,70,NA,"Aging is accompanied by aberrant gene expression that ultimately affects brain plasticity and the capacity to form long-term memories. Immediate-early genes (IEGs) play an active role in these processes. Using a rat model of normal cognitive aging, we found that the expression of Egr1 and c-Fos was associated with chronological age, whereas Arc was more tightly linked to cognitive outcomes in aging. More specifically, constitutive Arc expression was significantly elevated in aged rats with memory impairment compared to cognitively intact aged rats and young adult animals. Since alterations in the neuroepigenetic mechanisms that gate hippocampal gene expression are also associated with cognitive outcome in aging, we narrowed our focus on examining potential epigenetic mechanisms that may lead to aberrant Arc expression. Employing a multilevel analytical approach using bisulfite sequencing, chromatin immunoprecipitations, and micrococcal nuclease digestion, we identified CpG sites in the Arc promoter that were coupled to poor cognitive outcomes in aging, histone marks that were similarly coupled to spatial memory deficits, and nucleosome positioning that also varied depending on cognitive status. Together, these findings paint a diverse and complex picture of the Arc epigenetic landscape in cognitive aging and bolster a body of work, indicating that dysfunctional epigenetic regulation is associated with memory impairment in the aged brain.",Histone modifications | Immediate-early gene | Memory | Methylation | Nucleosome positioning | Plasticity,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85081540646,SCOPUS_ID:85081540646,2-s2.0-85081540646,"Long-term rates of change in musculoskeletal aging and body composition: findings from the Health, Aging and Body Composition Study",Westbury L.D.,Calcified Tissue International,0171967X,14320827,106,6,616-624,2020-06-01,1 June 2020,10.1007/s00223-020-00679-2,32,32125471,Journal,ar,Article,100,9,9,25422,NIH,N01AG62101,National Institutes of Health,1,TRUE,all,All Open Access,71,NA,"Musculoskeletal disorders are common among older people. Preventive strategies require understanding of age-related changes in strength, function and body composition, including how they interrelate. We have described, and examined associations between, 9-year changes in these parameters among 2917 Health, Aging and Body Composition Study participants (aged 70–79 years). Appendicular lean mass (ALM), whole body fat mass and total hip BMD were ascertained using DXA; muscle strength by grip dynamometry; and muscle function by gait speed. For each characteristic annualised percentage changes were calculated; measures of conditional change (independent of baseline) were derived and their interrelationships were examined using Pearson correlations; proportion of variance at 9-year follow-up explained by baseline level was estimated; and mean trajectories in relation to age were estimated using linear mixed models. Analyses were stratified by sex. Median [lower quartile, upper quartile] annual percentage declines were grip strength (1.5 [0.0, 2.9]), gait speed (2.0 [0.6, 3.7]), ALM (0.7 [0.1, 1.4]), fat mass (0.4 [− 1.1, 1.9]) and hip BMD (0.5 [0.0, 1.1]). Declines were linear for ALM and accelerated over time for other characteristics. Most conditional change measures were positively correlated, most strongly between ALM, fat mass and hip BMD (r > 0.28). Proportion of variation at follow-up explained by baseline was lower for grip strength and gait speed (39–52%) than other characteristics (69–86%). Strength and function declined more rapidly, and were less correlated between baseline and follow-up, than measures of body composition. Therefore, broader intervention strategies to prevent loss of strength and function in later life are required as those targeting body composition alone may be insufficient.",Epidemiology | Frailty | Muscle | Osteoporosis | Sarcopenia,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85064819251,SCOPUS_ID:85064819251,2-s2.0-85064819251,Systemic inflammation is associated with depressive symptoms differentially by sex and race: a longitudinal study of urban adults,Beydoun M.A.,Molecular Psychiatry,13594184,14765578,25,6,1286-1300,2020-06-01,1 June 2020,10.1038/s41380-019-0408-2,63,31019266,Journal,ar,Article,100,7,7,17382,NIH,T32 HD007242,National Institutes of Health,1,TRUE,all,All Open Access,72,NA,"Systemic inflammation may influence trajectories of depressive symptoms over time, perhaps differentially by sex and race. Inflammatory markers and the Center for Epidemiologic Studies-Depression scale [total score: CES-Dtotal and four distinctive domains: somatic complaints, depressed affect, positive affect and interpersonal problems] were examined among African-American (AA) and White urban adults participating in the Healthy Aging in Neighborhoods of Diversity across the Life Span (HANDLS) study [2004–2013, Agebase:30–64 y, mean ± SD follow-up time: 4.64 ± 0.93 y, N = 150 (with cytokine data) to N = 1,767 (with other inflammatory markers)]. Findings suggest that serum concentrations of high-sensitivity C-reactive protein (hsCRP), z-inflammation composite score [ICS, combining elevated hsCRP and ESR with low serum albumin and iron], and serum interleukin (IL) 1β were positively associated with ΔCES-Dtotal (Δ: annual rate of increase) among Whites only. IL-12 was directly related to ΔCES-Dtotal among men and AA. The race-specific associations of hsCRP, ICS, IL-1β and the sex-specific association of IL-12 with ΔCES-Dtotal were replicated for the “depressed affect” domain. Similarly, among men, lower serum albumin and higher ICS were linked with higher baseline “somatic complaints”. IL-10 among AA and IL-12 among men were inversely related to Δ“positive affect”, while “interpersonal problems” were cross-sectionally associated with IL-6 among AA and IL-10 among Whites. Finally, baseline ICS was positively associated with incident “elevated depressive symptoms” (EDS: CES-Dtotal ≥ 16) among AA (HR = 1.28, 95% CI: 1.04–1.56, P = 0.017). Overall, systemic inflammation was directly linked to increased depressive symptoms over time and at baseline, differentially across sex and race groups. More longitudinal research is needed to replicate our findings.",NA,NA
