@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,authkeywords,article-number,pii
true,https://api.elsevier.com/content/abstract/scopus_id/85122488125,SCOPUS_ID:85122488125,2-s2.0-85122488125,The commercial genetic testing landscape for Parkinson's disease,Cook L.,Parkinsonism and Related Disorders,13538020,18735126,92,NA,107-111,2021-11-01,November 2021,10.1016/j.parkreldis.2021.10.001,"Introduction: There have been no specific guidelines regarding which genes should be tested in the clinical setting for Parkinson's disease (PD) or parkinsonism. We evaluated the types of clinical genetic testing offered for PD as the first step of our gene curation. Methods: The National Institutes of Health (NIH) Genetic Testing Registry (GTR) was queried on 12/7/2020 to identify current commercial PD genetic test offerings by clinical laboratories, internationally. Results: We identified 502 unique clinical genetic tests for PD, from 28 Clinical Laboratory Improvement Amendments (CLIA)-approved clinical laboratories. These included 11 diagnostic PD panels. The panels were notable for their differences in size, ranging from 5 to 62 genes. Five genes for variant query were included in all panels (SNCA, PRKN, PINK-1, PARK7 (DJ1), and LRRK2). Notably, the addition of the VPS35 and GBA genes was variable. Panel size differences stemmed from inclusion of genes linked to atypical parkinsonism and dystonia disorders, and genes in which the link to PD causation is controversial. Conclusion: There is an urgent need for expert opinion regarding which genes should be included in a commercial laboratory multi-gene panel for PD.",19,34696975,Journal,ar,Article,100,81,81,18572,NIH,U01NS107016,National Institutes of Health,1,TRUE,all,All Open Access,89,Clinical laboratories | Genetic testing | Multi-gene panels | Parkinson's disease,NA,S1353802021003564
true,https://api.elsevier.com/content/abstract/scopus_id/85119018883,SCOPUS_ID:85119018883,2-s2.0-85119018883,A brain proteomic signature of incipient Alzheimer's disease in young APOE ε4 carriers identifies novel drug targets,Roberts J.A.,Science Advances,NA,23752548,7,46,NA,2021-11-01,November 2021,10.1126/sciadv.abi8178,"Aptamer-based proteomics revealed differentially abundant proteins in Alzheimer's disease (AD) brains in the Baltimore Longitudinal Study of Aging and Religious Orders Study (mean age, 89 ± 9 years). A subset of these proteins was also differentially abundant in the brains of young APOE ε4 carriers relative to noncarriers (mean age, 39 ± 6 years). Several of these proteins represent targets of approved and experimental drugs for other indications and were validated using orthogonal methods in independent human brain tissue samples as well as in transgenic AD models. Using cell culture-based phenotypic assays, we showed that drugs targeting the cytokine transducer STAT3 and the Src family tyrosine kinases, YES1 and FYN, rescued molecular phenotypes relevant to AD pathogenesis. Our findings may accelerate the development of effective interventions targeting the earliest molecular triggers of AD.",28,34757788,Journal,ar,Article,100,31,31,21100457028,NIH,P30AG10161,National Institutes of Health,1,TRUE,all,All Open Access,90,NA,eabi8178,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85119007009,SCOPUS_ID:85119007009,2-s2.0-85119007009,Mapping the diverse and inclusive future of parkinson’s disease genetics and its widespread impact,Elsayed I.,Genes,NA,20734425,12,11,NA,2021-11-01,November 2021,10.3390/genes12111681,"Over the last decades, genetics has been the engine that has pushed us along on our voyage to understand the etiology of Parkinson’s disease (PD). Although a large number of risk loci and causative mutations for PD have been identified, it is clear that much more needs to be done to solve the missing heritability mystery. Despite remarkable efforts, as a field, we have failed in terms of diversity and inclusivity. The vast majority of genetic studies in PD have focused on individuals of European ancestry, leading to a gap of knowledge on the existing genetic differences across populations and PD as a whole. As we move forward, shedding light on the genetic architecture contributing to PD in non-European populations is essential, and will provide novel insight into the generalized genetic map of the disease. In this review, we discuss how better representation of understudied ancestral groups in PD genetics research requires addressing and resolving all the challenges that hinder the inclusion of these populations. We further provide an overview of PD genetics in the clinics, covering the current challenges and limitations of genetic testing and counseling. Finally, we describe the impact of worldwide collaborative initiatives in the field, shaping the future of the new era of PD genetics as we advance in our understanding of the genetic architecture of PD.",7,34828286,Journal,re,Review,100,4,4,19700188368,NIH,Z01-AG000949-02,National Institutes of Health,1,TRUE,all,All Open Access,91,Diversity | Genetic testing | Genetics | Genetics counselling | Parkinson’s disease | Post-GWAS era,1681,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85118613251,SCOPUS_ID:85118613251,2-s2.0-85118613251,Phosphoprotein phosphatase 1 but not 2a activity modulates coupled-clock mechanisms to impact on intrinsic automaticity of sinoatrial nodal pacemaker cells,Sirenko S.T.,Cells,NA,20734409,10,11,NA,2021-11-01,November 2021,10.3390/cells10113106,"Spontaneous AP (action potential) firing of sinoatrial nodal cells (SANC) is critically dependent on protein kinase A (PKA) and Ca2+ /calmodulin-dependent protein kinase II (CaMKII)-dependent protein phosphorylation, which are required for the generation of spontaneous, diastolic local Ca2+ releases (LCRs). Although phosphoprotein phosphatases (PP) regulate protein phos-phorylation, the expression level of PPs and phosphatase inhibitors in SANC and the impact of phosphatase inhibition on the spontaneous LCRs and other players of the oscillatory coupled-clock system is unknown. Here, we show that rabbit SANC express both PP1, PP2A, and endogenous PP inhibitors I-1 (PPI-1), dopamine and cyclic adenosine 3′,5′-monophosphate (cAMP)-regulated phosphoprotein (DARPP-32), kinase C-enhanced PP1 inhibitor (KEPI). Application of Calyculin A, (CyA), a PPs inhibitor, to intact, freshly isolated single SANC: (1) significantly increased phospho-lamban (PLB) phosphorylation (by 2–3-fold) at both CaMKII-dependent Thr17 and PKA-dependent Ser16 sites, in a time and concentration dependent manner; (2) increased ryanodine receptor (RyR) phosphorylation at the Ser2809 site; (3) substantially increased sarcoplasmic reticulum (SR) Ca2+ load; (4) augmented L-type Ca2+ current amplitude; (5) augmented LCR’s characteristics and decreased LCR period in intact and permeabilized SANC, and (6) increased the spontaneous basal AP firing rate. In contrast, the selective PP2A inhibitor okadaic acid (100 nmol/L) had no significant effect on spontaneous AP firing, LCR parameters, or PLB phosphorylation. Application of purified PP1 to permeabilized SANC suppressed LCR, whereas purified PP2A had no effect on LCR characteristics. Our numerical model simulations demonstrated that PP inhibition increases AP firing rate via a coupled-clock mechanism, including respective increases in the SR Ca2+ pumping rate, L-type Ca2+ current, and Na+ /Ca2+-exchanger current. Thus, PP1 and its endogenous inhibitors modulate the basal spontaneous firing rate of cardiac pacemaker cells by suppressing SR Ca2+ cycling protein phosphorylation, the SR Ca2+ load and LCRs, and L-type Ca2+ current.",9,34831329,Journal,ar,Article,100,14,14,21100978391,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,92,Calyculin A | Endogenous phosphatase inhibitors | L-type Ca  channels 2+ | Local Ca  releases 2+ | Numerical model | Okadaic acid | Phospholamban | Phosphoprotein phosphatase | Ryanodine receptors | Sinoatrial node cells,3106,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85118538538,SCOPUS_ID:85118538538,2-s2.0-85118538538,Mitochondrial electron transport chain protein abnormalities detected in plasma extracellular vesicles in alzheimer’s disease,Yao P.J.,Biomedicines,NA,22279059,9,11,NA,2021-11-01,November 2021,10.3390/biomedicines9111587,"Mitochondria provide energy to neurons through oxidative phosphorylation and eliminate Reactive Oxygen Species (ROS) through Superoxide Dismutase 1 (SOD1). Dysfunctional mitochon-dria, manifesting decreased activity of electron transport chain (ETC) complexes and high ROS levels, are involved in Alzheimer’s disease (AD) pathogenesis. We hypothesized that neuronal mitochon-drial dysfunction in AD is reflected in ETC and SOD1 levels and activity in plasma neuron-derived extracellular vesicles (NDEVs). We immunoprecipitated NDEVs targeting neuronal marker L1CAM from two cohorts: one including 22 individuals with early AD and 29 control subjects; and another including 14 individuals with early AD and 14 control subjects. In the first cohort, we measured levels of complexes I, III, IV, ATP synthase, and SOD1; in the second cohort, we measured levels and catalytic activity of complexes IV and ATP synthase. AD individuals had lower levels of complexes I (p < 0.0001), III (p < 0.0001), IV (p = 0.0061), and V (p < 0.0001), and SOD1 (p < 0.0001) compared to controls. AD individuals also had lower levels of catalytic activity of complex IV (p = 0.0214) and ATP synthase (p < 0.0001). NDEVs confirm quantitative and functional abnormalities in ECT complexes and SOD1 previously observed in AD models and during autopsy, opening the way for using them as biomarkers for mitochondrial dysfunction in AD.",33,NA,Journal,ar,Article,100,4,4,21100840442,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,93,Alzheimer’s disease | Electron transport chain | Mitochondria | NADH | Oxidative phosphorylation | SOD1 | Superoxide Dismutase 1,1587,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85118536048,SCOPUS_ID:85118536048,2-s2.0-85118536048,"Stable analogs of 13‑hydroxy-9,10-trans-epoxy-(11E)-octadecenoate (13,9-HEL), an oxidized derivative of linoleic acid implicated in the epidermal skin barrier",Keyes G.S.,Prostaglandins Leukotrienes and Essential Fatty Acids,09523278,15322823,174,NA,NA,2021-11-01,November 2021,10.1016/j.plefa.2021.102357,"Hydroxy-epoxy- and trihydroxy derivatives of linoleic acid are proposed to play an essential function in formation of the mammalian skin permeability barrier, which could account for the essential nature of its precursor, linoleic acid. Recent literature suggests that a specific oxidized enone derivative of LA esterified in ceramides facilitates binding to proteins, potentially serving a structural role in formation of the epidermal skin barrier. However, it is still to be established if other linoleic acid derivatives are also required for skin barrier formation, and whether the essential role is performed exclusively by an esterified, structural lipid or as an unesterified, labile signaling lipid, or by some combination of these derivatives. Progress in this domain is limited by lack of availability of hydroxy‑epoxy-and trihydroxy- and octadecenoate derivatives of linoleic acid and related compounds, and challenges in maintaining them in the unesterified lipid pool. Here we describe methods for the total synthesis of hydroxy‑epoxy-octadecenoate derivatives of linoleic acid (HEL1), and stable analogs that are designed to be resistant to inactivation by: (a) acylation/esterification (thus trapping these lipids in the free acid pool), (b) dehydrogenation, and (c) analogs combining both modifications. We further provide a total synthesis of corresponding hydroxy‑epoxy- derivatives of sebaleic acid (a regioisomer of linoleic acid present in skin), and of small molecule scaffolds containing the allylic and non-allylic epoxide 7-carbon substructures shared by both families of hydroxy‑epoxy-and trihydroxy- octadecenoates. Finally, we demonstrate that 2,2-dimethyl analogs of hydroxy‑epoxy-and trihydroxy- octadecenoates are resistant to esterification with an in vitro assay and thus provide a novel template for stabilizing labile, bioactive lipids as free acids by preventing acylation/esterification.",6,34749189,Journal,ar,Article,100,3,3,26685,NIH,undefined,National Institutes of Health,0,FALSE,all,All Open Access,94,Esterification | Linoleic acid | Oxidized fatty acid | Sebaleic acid | Stable analog | Synthesis,102357,S0952327821001198
true,https://api.elsevier.com/content/abstract/scopus_id/85118503383,SCOPUS_ID:85118503383,2-s2.0-85118503383,Transcriptome analysis of collagen VI-related muscular dystrophy muscle biopsies,Guadagnin E.,Annals of Clinical and Translational Neurology,NA,23289503,8,11,2184-2198,2021-11-01,November 2021,10.1002/acn3.51450,"Objective: To define the transcriptomic changes responsible for the histologic alterations in skeletal muscle and their progression in collagen VI-related muscular dystrophy (COL6-RD). Methods: COL6-RD patient muscle biopsies were stratified into three groups based on the overall level of pathologic severity considering degrees of fibrosis, muscle fiber atrophy, and fatty replacement of muscle tissue. Using microarray and RNA-Seq, we then performed global gene expression profiling on the same muscle biopsies and compared their transcriptome with age- and sex-matched controls. Results: COL6-RD muscle biopsy transcriptomes as a group revealed prominent upregulation of muscle extracellular matrix component genes and the downregulation of skeletal muscle and mitochondrion-specific genes. Upregulation of the TGFβ pathway was the most conspicuous change across all biopsies and was fully evident even in the mildest/earliest histological group. There was no difference in the overall transcriptional signature between the different histologic groups but polyserial analysis identified relative changes along with COL6-RD histological severity. Interpretation: Overall, our study establishes the prominent dysregulation of extracellular matrix genes, TGFβ signaling, and its downstream cellular pathways at the transcriptomic level in COL6-RD muscle.",11,34729958,Journal,ar,Article,100,12,12,21100823147,NIH,R42AG055375,National Institutes of Health,1,TRUE,all,All Open Access,95,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85117945388,SCOPUS_ID:85117945388,2-s2.0-85117945388,The essential role of transcription factor Pitx3 in preventing mesodiencephalic dopaminergic neurodegeneration and maintaining neuronal subtype identities during aging,Wang Y.,Cell Death and Disease,NA,20414889,12,11,NA,2021-11-01,November 2021,10.1038/s41419-021-04319-x,"Pituitary homeobox 3 (Pitx3) is required for the terminal differentiation of nigrostriatal dopaminergic neurons during neuronal development. However, whether Pitx3 contributes to the normal physiological function and cell-type identity of adult neurons remains unknown. To explore the role of Pitx3 in maintaining mature neurons, we selectively deleted Pitx3 in the mesodiencephalic dopaminergic (mdDA) neurons of Pitx3fl/fl/DATCreERT2 bigenic mice using a tamoxifen inducible CreERT2/loxp gene-targeting system. Pitx3fl/fl/DATCreERT2 mice developed age-dependent progressive motor deficits, concomitant with a rapid reduction of striatal dopamine (DA) content and a profound loss of mdDA neurons in the substantia nigra pars compacta (SNc) but not in the adjacent ventral tegmental area (VTA), recapitulating the canonical neuropathological features of Parkinson’s disease (PD). Mechanistic studies showed that Pitx3-deficiency significantly increased the number of cleaved caspase-3+ cells in SNc, which likely underwent neurodegeneration. Meanwhile, the vulnerability of SNc mdDA neurons was increased in Pitx3fl/fl/DATCreERT2 mice, as indicated by an early decline in glial cell line-derived neurotrophic factor (GDNF) and aldehyde dehydrogenase 1a1 (Aldh1a1) levels. Noticeably, somatic accumulation of α-synuclein (α-syn) was also significantly increased in the Pitx3-deficient neurons. Together, our data demonstrate that the loss of Pitx3 in fully differentiated mdDA neurons results in progressive neurodegeneration, indicating the importance of the Pitx3 gene in adult neuronal survival. Our findings also suggest that distinct Pitx3-dependent pathways exist in SNc and VTA mdDA neurons, correlating with the differential vulnerability of SNc and VTA mdDA neurons in the absence of Pitx3.",14,34707106,Journal,ar,Article,100,6,6,19700201211,NIH,2018B030337001,National Institutes of Health,1,TRUE,all,All Open Access,96,NA,1008,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85117391552,SCOPUS_ID:85117391552,2-s2.0-85117391552,Association Between Blood Pressure Variability With Dementia and Cognitive Impairment: A Systematic Review and Meta-Analysis,De Heus R.A.A.,Hypertension,0194911X,15244563,78,5,1478-1489,2021-11-01,1 November 2021,10.1161/HYPERTENSIONAHA.121.17797,"Research links high blood pressure variability (BPV) with stroke and cerebrovascular disease, however, its association with cognition remains unclear. Moreover, it remains uncertain which BP-derived parameter (ie, variability or mean) holds more significance in understanding vascular contributions to cognitive impairment. We searched PubMed, Embase, PsycINFO, and Scopus and performed a meta-analysis of studies that quantified the association between resting BPV with dementia or cognitive impairment in adults. Two authors independently reviewed all titles, abstracts, and full-texts and extracted data, following Preferred Reporting Items for Systematic Reviews and Meta-Analyses and Meta-Analysis of Observational Studies in Epidemiology guidelines. Study quality was assessed using the (modified) Newcastle-Ottawa Scale. A multilevel meta-analysis was used, which included effect sizes for both BPV and mean BP, with a combined end point of dementia or cognitive impairment as primary outcome. In the primary analysis, 54 effect sizes were extracted from 20 studies, with a total analytical sample of n=7 899 697. Higher systolic BPV (odds ratio [OR], 1.25 [95% CI, 1.16-1.35]), mean systolic pressure (OR, 1.12 [95% CI, 1.02-1.29]), diastolic BPV (OR, 1.20 [95% CI, 1.12-1.29]), and mean diastolic pressure (OR, 1.16 [95% CI, 1.04-1.29]) were associated with dementia and cognitive impairment. A direct comparison showed that mean BP effect sizes were less strong than BPV effect sizes (OR, 0.92 [95% CI, 0.87-0.97], P<0.01), indicating that the relative contribution of BPV exceeded that of mean BP. Methodological and statistical heterogeneity was high. Secondary analyses were less consistent as to whether BPV and mean BP were differentially associated with dementia subtypes and cognitive domains. Future studies are required to investigate BPV as a target for dementia prevention.",84,34538105,Journal,ar,Article,100,19,19,23741,ADDF,RC-201711-2014067,Alzheimer's Drug Discovery Foundation,1,TRUE,all,All Open Access,97,Alzheimer disease | blood pressure | cerebrovascular disorders | dementia | hemodynamics | meta-analysis | stroke,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85116491971,SCOPUS_ID:85116491971,2-s2.0-85116491971,Mitochondrial DNA copy number and heteroplasmy load correlate with skeletal muscle oxidative capacity by P31 MR spectroscopy,Tian Q.,Aging Cell,14749718,14749726,20,11,NA,2021-11-01,November 2021,10.1111/acel.13487,"The association between blood-based estimates of mitochondrial DNA parameters, mitochondrial DNA copy number (mtDNA-CN) and heteroplasmy load, with skeletal muscle bioenergetic capacity was evaluated in 230 participants of the Baltimore Longitudinal Study of Aging (mean age:74.7 years, 53% women). Participants in the study sample had concurrent data on muscle oxidative capacity (τPCr) assessed by 31P magnetic resonance spectroscopy, and mitochondrial DNA parameters estimated from whole-genome sequencing data. In multivariable linear regression models, adjusted for age, sex, extent of phosphocreatine (PCr) depletion, autosomal sequencing coverage, white blood cell total, and differential count, as well as platelet count, mtDNA-CN and heteroplasmy load were not significantly associated with τPCr (both p > 0.05). However, in models evaluating whether the association between mtDNA-CN and τPCr varied by heteroplasmy load, there was a significant interaction between mtDNA-CN and heteroplasmy load (p = 0.037). In stratified analysis, higher mtDNA-CN was significantly associated with lower τPCr among participants with high heteroplasmy load (n = 84, β (SE) = −0.236 (0.115), p-value = 0.044), but not in those with low heteroplasmy load (n = 146, β (SE) = 0.046 (0.119), p-value = 0.702). Taken together, mtDNA-CN and heteroplasmy load provide information on muscle bioenergetics. Thus, mitochondrial DNA parameters may be considered proxy measures of mitochondrial function that can be used in large epidemiological studies, especially when comparing subgroups.",10,34612579,Journal,ar,Article,100,8,8,18391,NIA,undefined,National Institute on Aging,1,TRUE,all,All Open Access,98,aging | mitochondrial DNA | skeletal muscle,e13487,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85116336533,SCOPUS_ID:85116336533,2-s2.0-85116336533,CDK2 phosphorylation of Werner protein (WRN) contributes to WRN’s DNA double-strand break repair pathway choice,Lee J.H.,Aging Cell,14749718,14749726,20,11,NA,2021-11-01,November 2021,10.1111/acel.13484,"Werner syndrome (WS) is an accelerated aging disorder characterized by genomic instability, which is caused by WRN protein deficiency. WRN participates in DNA metabolism including DNA repair. In a previous report, we showed that WRN protein is recruited to laser-induced DNA double-strand break (DSB) sites during various stages of the cell cycle with similar intensities, supporting that WRN participates in both non-homologous end joining (NHEJ) and homologous recombination (HR). Here, we demonstrate that the phosphorylation of WRN by CDK2 on serine residue 426 is critical for WRN to make its DSB repair pathway choice between NHEJ and HR. Cells expressing WRN engineered to mimic the unphosphorylated or phosphorylation state at serine 426 showed abnormal DSB recruitment, altered RPA interaction, strand annealing, and DSB repair activities. The CDK2 phosphorylation on serine 426 stabilizes WRN’s affinity for RPA, likely increasing its long-range resection at the end of DNA strands, which is a crucial step for HR. Collectively, the data shown here demonstrate that a CDK2-dependent phosphorylation of WRN regulates DSB repair pathway choice and cell cycle participation.",12,34612580,Journal,ar,Article,100,8,8,18391,NIH,CF18-0653,National Institutes of Health,1,TRUE,all,All Open Access,99,aging | DNA double strand break | DNA repair | phosphorylation | Werner Syndrome,e13484,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85116240795,SCOPUS_ID:85116240795,2-s2.0-85116240795,Identifying Genetic Markers Associated with the Progression of Cognitive Decline in Parkinson's Disease: A Call Out for Replication,Reyes-Pérez P.,Movement Disorders,08853185,15318257,36,11,2506-2507,2021-11-01,November 2021,10.1002/mds.28798,NA,1,34590750,Journal,no,Note,100,2,2,17407,ASAP,undefined,Aligning Science Across Parkinson’s,1,TRUE,all,All Open Access,100,cognitive decline | genome-wide association study | Parkinson's disease dementia,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85114678740,SCOPUS_ID:85114678740,2-s2.0-85114678740,Unsupervised MR harmonization by learning disentangled representations using information bottleneck theory,Zuo L.,NeuroImage,10538119,10959572,243,NA,NA,2021-11-01,November 2021,10.1016/j.neuroimage.2021.118569,"In magnetic resonance (MR) imaging, a lack of standardization in acquisition often causes pulse sequence-based contrast variations in MR images from site to site, which impedes consistent measurements in automatic analyses. In this paper, we propose an unsupervised MR image harmonization approach, CALAMITI (Contrast Anatomy Learning and Analysis for MR Intensity Translation and Integration), which aims to alleviate contrast variations in multi-site MR imaging. Designed using information bottleneck theory, CALAMITI learns a globally disentangled latent space containing both anatomical and contrast information, which permits harmonization. In contrast to supervised harmonization methods, our approach does not need a sample population to be imaged across sites. Unlike traditional unsupervised harmonization approaches which often suffer from geometry shifts, CALAMITI better preserves anatomy by design. The proposed method is also able to adapt to a new testing site with a straightforward fine-tuning process. Experiments on MR images acquired from ten sites show that CALAMITI achieves superior performance compared with other harmonization approaches.",60,34506916,Journal,ar,Article,100,9,9,17495,NIH,RG-1907-34570,National Institutes of Health,1,TRUE,all,All Open Access,101,Disentangle | Harmonization | Image synthesis | Image-to-image translation | Magnetic resonance imaging,118569,S1053811921008429
true,https://api.elsevier.com/content/abstract/scopus_id/85114405296,SCOPUS_ID:85114405296,2-s2.0-85114405296,Association of Thyroid Dysfunction with Cognitive Function: An Individual Participant Data Analysis,Van Vliet N.A.,JAMA Internal Medicine,21686106,21686114,181,11,1440-1450,2021-11-01,November 2021,10.1001/jamainternmed.2021.5078,"Importance: In clinical guidelines, overt and subclinical thyroid dysfunction are mentioned as causal and treatable factors for cognitive decline. However, the scientific literature on these associations shows inconsistent findings. Objective: To assess cross-sectional and longitudinal associations of baseline thyroid dysfunction with cognitive function and dementia. Design, Setting, and Participants: This multicohort individual participant data analysis assessed 114267 person-years (median, 1.7-11.3 years) of follow-up for cognitive function and 525222 person-years (median, 3.8-15.3 years) for dementia between 1989 and 2017. Analyses on cognitive function included 21 cohorts comprising 38144 participants. Analyses on dementia included eight cohorts with a total of 2033 cases with dementia and 44573 controls. Data analysis was performed from December 2016 to January 2021. Exposures: Thyroid function was classified as overt hyperthyroidism, subclinical hyperthyroidism, euthyroidism, subclinical hypothyroidism, and overt hypothyroidism based on uniform thyrotropin cutoff values and study-specific free thyroxine values. Main Outcomes and Measures: The primary outcome was global cognitive function, mostly measured using the Mini-Mental State Examination. Executive function, memory, and dementia were secondary outcomes. Analyses were first performed at study level using multivariable linear regression and multivariable Cox regression, respectively. The studies were combined with restricted maximum likelihood meta-analysis. To overcome the use of different scales, results were transformed to standardized mean differences. For incident dementia, hazard ratios were calculated. Results: Among 74565 total participants, 66567 (89.3%) participants had normal thyroid function, 577 (0.8%) had overt hyperthyroidism, 2557 (3.4%) had subclinical hyperthyroidism, 4167 (5.6%) had subclinical hypothyroidism, and 697 (0.9%) had overt hypothyroidism. The study-specific median age at baseline varied from 57 to 93 years; 42847 (57.5%) participants were women. Thyroid dysfunction was not associated with global cognitive function; the largest differences were observed between overt hypothyroidism and euthyroidism - cross-sectionally (-0.06 standardized mean difference in score; 95% CI, -0.20 to 0.08; P =.40) and longitudinally (0.11 standardized mean difference higher decline per year; 95% CI, -0.01 to 0.23; P =.09). No consistent associations were observed between thyroid dysfunction and executive function, memory, or risk of dementia. Conclusions and Relevance: In this individual participant data analysis of more than 74000 adults, subclinical hypothyroidism and hyperthyroidism were not associated with cognitive function, cognitive decline, or incident dementia. No rigorous conclusions can be drawn regarding the role of overt thyroid dysfunction in risk of dementia. These findings do not support the practice of screening for subclinical thyroid dysfunction in the context of cognitive decline in older adults as recommended in current guidelines..",71,34491268,Journal,re,Review,100,51,51,21100228546,DZHK,A092077,Deutsches Zentrum für Herz-Kreislaufforschung,0,FALSE,all,All Open Access,102,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85114144309,SCOPUS_ID:85114144309,2-s2.0-85114144309,"Frailty, with or without cognitive impairment, is a strong predictor of recurrent falls in a US population-representative sample of older adults",Ge M.L.,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,10795006,1758535X,76,11,E354-E360,2021-11-01,1 November 2021,10.1093/gerona/glab083,"Background: Physical frailty and cognitive impairment have been separately associated with falls. The purpose of the study is to examine the associations of physical frailty and cognitive impairment separately and jointly with incident recurrent falls among older adults. Methods: The analysis included 6000 older adults in community or non-nursing home residential care settings who were at least 65 years old and participated in the National Health and Aging Trends Study. Frailty was assessed using the physical frailty phenotype; cognitive impairment was defined by bottom quintile of the clock-drawing test or immediate and delayed 10-word recall, or self/proxy-report of diagnosis of dementia, or AD8 score at least 2. The marginal means/rates models were used to analyze the associations of frailty and cognitive impairment with recurrent falls over 6 years of follow-up between 2011 and 2017. Results: Of the 6000 older adults, 1787 (29.8%) had cognitive impairment only, 334 (5.6%) had frailty only, 615 (10.3%) had both, and 3264 (54.4%) had neither. After adjusting for age, sex, race, education, living alone, obesity, disease burden, and mobility disability, those with frailty (with or without cognitive impairment) at baseline had higher rates of recurrent falls than those without cognitive impairment and frailty (frailty only: rate ratio [RR] = 1.31, 95% confidence interval [CI] = 1.18-1.44; both: RR = 1.28, 95% CI = 1.17-1.40). The association was marginally significant for those with cognitive impairment only (RR = 1.07, 95% CI = 1.00-1.13). Conclusions: Frailty and cognitive impairment were independently associated with recurrent falls in noninstitutionalized older adults. There was a lack of synergistic effect between frailty and cognitive impairment.",35,33721909,Journal,ar,Article,100,5,5,29559,NIH,P30AG021334,National Institutes of Health,0,FALSE,all,All Open Access,103,Cognitive impairment | Falls | Frailty | Older adults,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85113642193,SCOPUS_ID:85113642193,2-s2.0-85113642193,Aging and Women's Health: An Update from the National Institute on Aging,Nagy C.,Clinics in Geriatric Medicine,07490690,18798853,37,4,533-541,2021-11-01,November 2021,10.1016/j.cger.2021.05.002,NA,2,34600720,Journal,re,Review,100,3,3,28654,NA,undefined,NA,0,FALSE,NA,NA,104,Aging | Clinical care | Women's health,NA,S0749069021000367
true,https://api.elsevier.com/content/abstract/scopus_id/85112695361,SCOPUS_ID:85112695361,2-s2.0-85112695361,"Nonhuman primates at the intersection of aging biology, chronic disease, and health: An introduction to the American Journal of Primatology Special Issue on aging, cognitive decline, and neuropathology in nonhuman primates",Shively C.A.,American Journal of Primatology,02752565,10982345,83,11,NA,2021-11-01,November 2021,10.1002/ajp.23309,"Aging across the Primate Order is poorly understood because ages of individuals are often unknown, there is a dearth of aged animals available for study, and because aging is best characterized by longitudinal studies which are difficult to carry out in long-lived species. The human population is aging rapidly, and advanced age is a primary risk factor for several chronic diseases and conditions that impact healthspan. As lifespan has increased, diseases and disorders of the central nervous system (CNS) have become more prevalent, and Alzheimer's disease and related dementias have become epidemic. Nonhuman primate (NHP) models are key to understanding the aging primate CNS. This Special Issue presents a review of current knowledge about NHP CNS aging across the Primate Order. Similarities and differences to human aging, and their implications for the validity of NHP models of aging are considered. Topics include aging-related brain structure and function, neuropathologies, cognitive performance, social behavior and social network characteristics, and physical, sensory, and motor function. Challenges to primate CNS aging research are discussed. Together, this collection of articles demonstrates the value of studying aging in a breadth of NHP models to advance our understanding of human and nonhuman primate aging and healthspan.",12,34403529,Journal,ed,Editorial,100,5,5,24131,NIH,T32 AG033534,National Institutes of Health,0,FALSE,all,All Open Access,105,aging | Alzheimer's disease | cognitive decline | gait speed | nonhuman primate,e23309,NA
