@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,article-number,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,authkeywords,prism:issn,pii,prism:pageRange
true,https://api.elsevier.com/content/abstract/scopus_id/85219066751,SCOPUS_ID:85219066751,2-s2.0-85219066751,Genomic and phenotypic evidence support visual and olfactory shifts in primate evolution,Chi H.,Nature Ecology and Evolution,2397334X,9,4,2025-04-01,April 2025,10.1038/s41559-025-02651-5,"Sensory trade-offs between vision and olfaction in the evolution and radiation of primates have long been debated. However, insights have been limited by a lack of sensory gene sequences and accompanying functional predictions. Here we conduct large-scale functional analyses of visual and olfactory receptors and related brain regions across extant primates. Our results reveal a visual shift from ultraviolet to violet colour sensitivity in early haplorrhine primates, followed by acceleration in the rhodopsin retinal release rates at the origin of anthropoids, both of which are expected to greatly enhance visual acuity under brighter light conditions. Additionally, we find that the sensitivity of olfactory receptors shifted from narrowly to broadly tuned early in anthropoid evolution. In contrast, strepsirrhines appear to have retained sensitive dim-light vision and underwent functional enhancement of narrowly tuned olfactory receptors. Our models indicate that this would have enhanced odorant discrimination and facilitated olfaction-mediated physiology and behaviour. These differences in tuning patterns of olfactory receptors between major primate lineages mirror well-established morphological differences in external anatomy and brain structures, revealing new mechanisms of olfactory adaptation and evolutionary plasticity. Our multisystem analyses reveal patterns of co-evolution in genomic, molecular and neuroanatomical traits that are consistent with a sensory ‘reallocation’ rather than strict trade-offs.",0,40021902,Journal,ar,Article,100,32,32,11837,21100831440,UoL,950-231257,University of London,0,FALSE,NA,NA,49,NA,NA,NA,721-733
true,https://api.elsevier.com/content/abstract/scopus_id/85218834511,SCOPUS_ID:85218834511,2-s2.0-85218834511,Population-Based Validation Results From the Drug Repurposing for Effective Alzheimer's Medicines (DREAM) Study,Desai R.J.,Clinical Pharmacology and Therapeutics,15326535,117,4,2025-04-01,April 2025,10.1002/cpt.3583,"We evaluated whether drugs approved for other indications that also target metabolic drivers of Alzheimer's disease and related dementia (ADRD) pathogenesis are associated with delayed onset of ADRD. Using routinely collected healthcare data from two population-based data sources from the US (Medicare) and UK (CPRD), we conducted active comparator, new-user cohort studies. Four alternate analytic and design specifications were implemented: (1) an as-treated follow-up approach, (2) an as-started follow-up approach incorporating a 6-month induction period, (3) incorporating a 6-month symptom to diagnosis period to account for misclassification of ADRD onset, and (4) identifying ADRD through symptomatic prescriptions and diagnosis codes. Of the 10 drug pairs evaluated, hydrochlorothiazide vs. dihydropyridine CCBs showed meaningful reductions in 3 out of 4 analyses that addressed specific biases including informative censoring, reverse causality, and outcome misclassification (pooled hazard ratios [95% confidence intervals] across Medicare and CPRD: 0.81 [0.75–0.88] in Analysis 1, 0.98 [0.92–1.06] in Analysis 2, 0.83 [0.75–0.91] in Analysis 3, 0.75 [0.65–0.85] in Analysis 4). Amiloride vs. triamterene, although less precise, also suggested a potential reduction in risk in 3 out of 4 analyses (0.86 [0.66–1.11] in Analysis 1, 0.98 [0.79–1.23] in Analysis 2, 0.74 [0.54–1.00] in Analysis 3, 0.61 [0.36–1.05] in Analysis 4). Other analyses suggested likely no major differences in risk (probenecid, salbutamol, montelukast, propranolol/carvedilol, and anastrozole) or had limited precision precluding a definitive conclusion (semaglutide, ciloztozol, levetiracetam). Future replication studies should be considered to validate our findings.",1,39935003,Journal,ar,Article,100,11,11,NA,20626,HMS,R01AR074436,Harvard Medical School,0,FALSE,NA,NA,50,NA,00099236,NA,1039-1050
true,https://api.elsevier.com/content/abstract/scopus_id/85218787297,SCOPUS_ID:85218787297,2-s2.0-85218787297,How to measure biological aging in humans,Ferrucci L.,Nature Medicine,1546170X,31,4,2025-04-01,April 2025,10.1038/s41591-025-03550-9,NA,1,40011691,Journal,le,Letter,100,4,4,R115,15819,NA,undefined,NA,0,FALSE,NA,NA,51,NA,10788956,NA,1057
true,https://api.elsevier.com/content/abstract/scopus_id/85218197320,SCOPUS_ID:85218197320,2-s2.0-85218197320,Rheumatoid arthritis and subsequent fracture risk: an individual person meta-analysis to update FRAX,Kanis J.A.,Osteoporosis International,14332965,36,4,2025-04-01,April 2025,10.1007/s00198-025-07397-1,"Summary: The relationship between rheumatoid arthritis (RA) and fracture risk was estimated in an international meta-analysis of individual-level data from 29 prospective cohorts. RA was associated with an increased fracture risk in men and women, and these data will be used to update FRAX®. Introduction: RA is a well-documented risk factor for subsequent fracture that is incorporated into the FRAX algorithm. The aim of this study was to evaluate, in an international meta-analysis, the association between rheumatoid arthritis and subsequent fracture risk and its relation to sex, age, duration of follow-up, and bone mineral density (BMD) with a view to updating FRAX. Methods: The resource comprised 1,909,896 men and women, aged 20–116 years, from 29 prospective cohorts in which the prevalence of RA was 3% or less (primary analysis) and an additional 17 cohorts with a prevalence greater than 3% (supplementary analysis). The association between RA and fracture risk (any clinical fracture, osteoporotic fracture, major osteoporotic fracture (MOF), and hip fracture) was examined using an extension of the Poisson regression model in each cohort and each sex, followed by random-effects meta-analyses of the weighted beta coefficients. Results: In the primary analysis, RA was reported in 1.3% of individuals. During 15,683,133 person-years of follow-up, 139,002 fractures occurred, of which 27,518 were hip fractures. RA was associated with an increased risk of any clinical fracture (hazard ratio [HR] 1.49, 95% confidence interval [CI] 1.35–1.65). The HRs were of similar magnitude for osteoporotic fracture and MOF but higher for hip fracture (HR = 2.23; 95% CI 1.85–2.69). For hip fracture, there was a significant interaction with age with higher HRs at younger ages. HRs did not differ between men and women and were independent of exposure to glucocorticoids and femoral neck BMD. Lower HRs were observed in the supplementary analysis cohorts, particularly in those with a high apparent prevalence of RA, possibly from conflation of RA with osteoarthritis. Conclusions: A diagnosis of RA confers an increased risk of fracture that is largely independent of BMD, sex, and corticosteroids. RA should be retained as a risk factor in future iterations of FRAX with updated risk functions to improve fracture risk prediction.",0,39955689,Journal,ar,Article,100,86,86,NA,16453,SU,R01 AR041398,Amgen,0,FALSE,NA,NA,52,Epidemiology | Fracture risk | FRAX | Glucocorticoids | Hip fracture | Major osteoporotic fracture | Meta-analysis | Osteoporosis | Rheumatoid arthritis | Risk factors,0937941X,NA,653-671
true,https://api.elsevier.com/content/abstract/scopus_id/85217253164,SCOPUS_ID:85217253164,2-s2.0-85217253164,Investigating the association between human brainstem microstructural integrity and hypertension using magnetic resonance relaxometry,Laporte J.P.,Hypertension Research,13484214,48,4,2025-04-01,April 2025,10.1038/s41440-025-02114-1,"The brainstem plays a vital role in regulating blood pressure, and disruptions to its neural pathways have been linked to hypertension. However, it remains unclear whether subtle microstructural changes in the brainstem are associated with an individual’s blood pressure status. This exploratory, cross-sectional study investigated the relationship between brainstem microstructure, myelination, and hypertensive status in 116 cognitively unimpaired adults (aged 22–94 years). Advanced MRI techniques, including relaxometry (R1, R2) and myelin water fraction (MWF) analysis, were employed to assess microstructural integrity and myelin content in ten brainstem subregions. Our results revealed significant associations between higher microstructural damage or lower myelin content (indicated by lower R1, R2, or MWF values) and hypertensive status, particularly in the midbrain tegmentum. Notably, combining these MRI metrics yielded high classification accuracy (AUC > 0.85). Our findings suggest a potential link between disrupted brainstem tissue integrity, myelin content, and elevated blood pressure, warranting further longitudinal investigations to explore this relationship. (Figure presented.)",1,39849049,Journal,ar,Article,100,13,13,NA,23752,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,53,Brainstem | Hypertension | Magnetic resonance imaging | Myelin,09169636,NA,1564-1574
true,https://api.elsevier.com/content/abstract/scopus_id/85217176392,SCOPUS_ID:85217176392,2-s2.0-85217176392,Niche-derived Semaphorin 4A safeguards functional identity of myeloid-biased hematopoietic stem cells,Toghani D.,Nature Aging,26628465,5,4,2025-04-01,April 2025,10.1038/s43587-024-00798-7,"Somatic stem cell pools comprise diverse, highly specialized subsets whose individual contribution is critical for the overall regenerative function. In the bone marrow, myeloid-biased hematopoietic stem cells (myHSCs) are indispensable for replenishment of myeloid cells and platelets during inflammatory response but, at the same time, become irreversibly damaged during inflammation and aging. Here we identify an extrinsic factor, Semaphorin 4A (Sema4A), which non-cell-autonomously confers myHSC resilience to inflammatory stress. We show that, in the absence of Sema4A, myHSC inflammatory hyper-responsiveness in young mice drives excessive myHSC expansion, myeloid bias and profound loss of regenerative function with age. Mechanistically, Sema4A is mainly produced by neutrophils, signals via a cell surface receptor, Plexin D1, and safeguards the myHSC epigenetic state. Our study shows that, by selectively protecting a distinct stem cell subset, an extrinsic factor preserves functional diversity of somatic stem cell pool throughout organismal lifespan.",0,NA,Journal,ar,Article,100,37,37,108530,21101083188,LLS,RO1 HL148189,Leukemia and Lymphoma Society,0,FALSE,NA,NA,54,NA,NA,NA,558-575
true,https://api.elsevier.com/content/abstract/scopus_id/85216477050,SCOPUS_ID:85216477050,2-s2.0-85216477050,"Cardiovascular, cancer, and infection risks of Janus kinase inhibitors in rheumatoid arthritis and ulcerative colitis: A nationwide cohort study",Cho Y.,Journal of Internal Medicine,13652796,297,4,2025-04-01,April 2025,10.1111/joim.20064,"Background: Evolving evidence suggests that patients undergoing treatment with Janus kinase inhibitors (JAKi) may face an increased risk of cardiovascular events, malignancies, and serious infections. Objectives: We assessed cardiovascular, malignancy, and serious infection risks associated with JAKi use compared to tumor necrosis factor inhibitor (TNFi) use, which served as the active comparator, in patients with rheumatoid arthritis (RA) or ulcerative colitis (UC). Methods: This study emulated a target trial using South Korea's nationwide claims database (2013–2023). We constructed two separate cohorts comprising new users of JAKi or TNFi with either RA or UC and performed overlap weighting to control for confounders. Outcomes included three-point-major adverse cardiovascular events (3P-MACE) (cardiovascular death, myocardial infarction, and stroke), malignancy, and serious infection. Cox proportional hazards models were used to estimate hazard ratios (HR) and 95% confidence intervals (CI). Results: The RA cohort included 14,972 patients, with 4759 initiating JAKi. The UC cohort included 2085 patients, with 347 initiating JAKi. In the overall RA cohort, the weighted HR was 0.92 (95% CI 0.59–1.42) for 3P-MACE, 1.61 (1.08–2.41) for malignancy, and 1.08 (0.94–1.23) for serious infection. In the overall UC cohort, the weighted HR was 0.98 (0.11–8.42) and 0.45 (0.26–0.78) for malignancy and serious infection, respectively. No 3P-MACE cases were observed in JAKi users. Conclusions: JAKis were associated with an elevated risk of malignancy but no significant difference in the risk of 3P-MACE and serious infection among all patients with RA. Further data are needed regarding the risk of malignancy and 3P-MACE in patients with UC.",0,39868841,Journal,ar,Article,100,7,7,NA,26656,NRF,undefined,National Research Foundation of Korea,0,FALSE,NA,NA,55,drug safety | Janus kinase inhibitor | rheumatoid arthritis | tumor necrosis factor inhibitor | ulcerative colitis,09546820,NA,366-381
true,https://api.elsevier.com/content/abstract/scopus_id/85216452673,SCOPUS_ID:85216452673,2-s2.0-85216452673,The Utility of Long-Read Sequencing in Diagnosing Early Onset Parkinson's Disease,Daida K.,Annals of Neurology,15318249,97,4,2025-04-01,April 2025,10.1002/ana.27155,"Objective: Variants in PRKN and PINK1 are the leading cause of early-onset autosomal recessive Parkinson's disease, yet many cases remain genetically unresolved. We previously identified a 7 megabases complex structural variant in a pair of monozygotic twins using Oxford Nanopore Technologies (ONT) long-read sequencing. This study aims to determine if ONT long-read sequencing can detect a second variant in other unresolved early-onset Parkinson's disease (EOPD) cases with 1 heterozygous PRKN or PINK1 variant. Methods: ONT long-read sequencing was performed on EOPD patients with 1 reported PRKN/PINK1 pathogenic variant, with onset age under 50. Positive controls included EOPD patients with 2 known PRKN pathogenic variants. Initial testing involved short-read targeted panel sequencing for single nucleotide variants and multiplex ligation-dependent probe amplification for copy number variants. Results: A total of 47 patients were studied (PRKN “one-variant,” n = 23; PINK1 “one-variant,” n = 12; PRKN “two-variants,” n = 12). ONT long-read sequencing identified a second pathogenic variant in 26% of PRKN “one-variant” patients (6/23), but none in PINK1 “one-variant” patients (0/12). Detected variants included 1 complex inversion, 2 structural variant overlaps, and 3 duplications. In the PRKN “two-variants” group, both variants were identified in all patients (100%, 12/12). Interpretation: ONT long-read sequencing effectively identifies pathogenic structural variants in the PRKN locus missed by conventional methods. It should be considered for unresolved EOPD cases when a second variant is not detected through conventional approaches. ANN NEUROL 2025;97:753–765.",1,39699073,Journal,ar,Article,100,17,17,NA,14179,NIH,24K02372,Juntendo University,1,TRUE,all,All Open Access,56,NA,03645134,NA,753-765
true,https://api.elsevier.com/content/abstract/scopus_id/85215767356,SCOPUS_ID:85215767356,2-s2.0-85215767356,TYK2:p.Pro1104Ala Variant Protects Against Autoimmunity by Modulating Immune Cell Levels,Steri M.,Immunology,13652567,174,4,2025-04-01,April 2025,10.1111/imm.13902,"The TYK2:p.Pro1104Ala (rs34536443) hypomorph variant has been associated with protection against numerous autoimmune disorders. Thus, its mechanism of action becomes of great interest. Here, consistent with the participation of activated immune cells in autoimmunity, we show that the variant regulates the levels of immune cells at a human, general population level and is associated particularly with higher levels of T and B lymphocytes, especially the naïve (non-activated) compartment. Also, consistent with a protective function in autoimmunity, the level of regulatory CD4+ T cells was increased. Thus, this variant decreases immune activation thereby protecting from autoimmunity. Our work links the cellular mechanism regulated by the TYK2:p.Pro1104Ala variant to autoimmunity protection and supports TYK2 as a therapeutic target in autoimmunity.",0,39835539,Journal,ar,Article,100,24,24,NA,20813,CNR,HHSN271201100005C,Consiglio Nazionale delle Ricerche,1,TRUE,all,All Open Access,57,autoimmunity | immune cell levels | immunophenotyping | naïve cells | TYK2,00192805,NA,462-469
true,https://api.elsevier.com/content/abstract/scopus_id/85210160601,SCOPUS_ID:85210160601,2-s2.0-85210160601,"Alzheimer’s Disease polygenic risk, the plasma proteome, and dementia incidence among UK older adults",Beydoun M.A.,GeroScience,25092723,47,2,2025-04-01,April 2025,10.1007/s11357-024-01413-8,"Alzheimer’s Disease (AD) is a complex polygenic neurodegenerative disorder. Its genetic risk’s relationship with all-cause dementia may be influenced by the plasma proteome. Up to 40,139 UK Biobank participants aged ≥ 50y at baseline assessment (2006–2010) were followed-up for ≤ 15 y for dementia incidence. Plasma proteomics were performed on a sub-sample of UK Biobank participants (k = 1,463 plasma proteins). AD polygenic risk scores (PRS) were used as the primary exposure and Cox proportional hazards models were conducted to examine the AD PRS-dementia relationship. A four-way decomposition model then partitioned the total effect (TE) of AD PRS on dementia into an effect due to mediation only, an effect due to interaction only, neither or both. The study found that AD PRS tertiles significantly increased the risk for all-cause dementia, particularly among women. The study specifically found that AD PRS was associated with a 79% higher risk for all-cause dementia for each unit increase (HR = 1.79, 95% CI: 1.70–1.87, P < 0.001). Eighty-six plasma proteins were significantly predicted by AD PRS, including a positive association with PLA2G7, BRK1, the glial acidic fibrillary protein (GFAP), neurofilament light chain (NfL), and negative with TREM2. Both GFAP and NfL significantly interacted synergistically with AD PRS to increase all-dementia risk (> 10% of TE is pure interaction), while GFAP was also an important consistent mediator in the AD PRS-dementia relationship. In summary, we detected significant interactions of NfL and GFAP with AD PRS, in relation to dementia incidence, suggesting potential for personalized dementia prevention and management.",0,39586964,Journal,ar,Article,100,11,11,NA,21100805354,NIH,AG000513,National Institutes of Health,1,TRUE,all,All Open Access,58,Aging | Alzheimer’s Disease polygenic risk | Dementia | Plasma proteomic biomarkers,25092715,NA,2507-2523
true,https://api.elsevier.com/content/abstract/scopus_id/85207926947,SCOPUS_ID:85207926947,2-s2.0-85207926947,White matter integrity and motor function: a link between cerebral myelination and longitudinal changes in gait speed in aging,Gong Z.,GeroScience,25092723,47,2,2025-04-01,April 2025,10.1007/s11357-024-01392-w,"Gait speed is a robust health biomarker in older adults, correlating with the risk of physical and cognitive impairments, including dementia. Myelination plays a crucial role in neurotransmission and consequently affects various functions, yet the connection between myelination and motor functions such as gait speed is not well understood. Understanding this link could offer insights into diagnosing and treating neurodegenerative diseases that impair mobility. This study analyzed 437 longitudinal observations from 138 cognitively unimpaired adults, aged 22 to 94 years, to investigate the relationship between myelin content and changes in gait speed over an average of 6.42 years. Myelin content was quantified using a novel multicomponent magnetic resonance relaxometry method, and both usual and rapid gait speeds (UGS, RGS) were measured following standard protocols. Adjusting for covariates, we found a significant fixed effect of myelin content on UGS and RGS. Longitudinally, lower myelin content was linked to a greater decline in UGS, particularly in brain regions associated with motor planning. These results suggest that changes in UGS may serve as a reliable marker of neurodegeneration, particularly in cognitively unimpaired adults. Interestingly, the relationship between myelin content and changes in RGS was only observed in a limited number of brain regions, although the reason for such local susceptibility remains unknown. These findings enhance our understanding of the critical role of myelination in gait performance in unimpaired adults and provide evidence of the interconnection between myelin content and motor function impairment.",0,39476324,Journal,ar,Article,100,12,12,NA,21100805354,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,59,Gait speed | Longitudinal data | Magnetic resonance imaging | Motor function | Myelin | White matter,25092715,NA,1441-1454
true,https://api.elsevier.com/content/abstract/scopus_id/85206391289,SCOPUS_ID:85206391289,2-s2.0-85206391289,Uncovering mediational pathways behind racial and socioeconomic disparities in brain volumes: insights from the UK Biobank study,Beydoun M.A.,GeroScience,25092723,47,2,2025-04-01,April 2025,10.1007/s11357-024-01371-1,"Mediation pathways explaining racial/ethnic and socioeconomic (SES) disparities in structural MRI markers of brain health remain underexplored. We examined racial/ethnic and SES disparities in sMRI markers and tested total, direct, and indirect effects through lifestyle, health-related, and cognition factors using a structural equations modeling approach among 36,184 UK Biobank participants aged 40–70 years at baseline assessment (47% men). Race (non-White vs. White) and lower SES-predicted poorer brain sMRI volumetric outcomes at follow-up, with racial/ethnic disparities in sMRI outcomes involving multiple pathways and SES playing a central role in those pathways. Mediational patterns differed across outcomes, with the SES-sMRI total effect being partially mediated for all outcomes. Over 20% of the total effect (TE) of race/ethnicity on WMH was explained by the indirect effect (IE), by a combination of different pathways going through SES, lifestyle, health-related, and cognition factors. This is in contrast to < 10% for total brain, gray matter (GM), white matter (WM), and frontal GM left/right. Another significant finding is that around 57% of the total effect for SES and the normalized white matter hyperintensity (WMH) was attributed to an indirect effect. This effect encompasses many pathways that involve lifestyle, health-related, and cognitive aspects. Aside from WMH, the percent of TE of SES mediated through various pathways ranged from ~ 5% for WM to > 15% up to 36% for most of the remaining sMRI outcomes, which are composed mainly of GM phenotypes. Race and SES were important determinants of brain volumetric outcomes, with partial mediation of racial/ethnic disparities through SES, lifestyle, health-related, and cognition factors.",1,39388067,Journal,ar,Article,100,10,10,e12561,21100805354,NIH,AG000513,National Institutes of Health,1,TRUE,all,All Open Access,60,Brain aging | Health disparities | Lifestyle factors | Neurodegeneration | Socioeconomic status,25092715,NA,1837-1858
true,https://api.elsevier.com/content/abstract/scopus_id/85206372013,SCOPUS_ID:85206372013,2-s2.0-85206372013,DNA methylation drives hematopoietic stem cell aging phenotypes after proliferative stress,Yanai H.,GeroScience,25092723,47,2,2025-04-01,April 2025,10.1007/s11357-024-01360-4,"Aging of hematopoietic stem cells (HSCs) is implicated in various aging phenotypes, including immune dysfunction, anemia, and malignancies. The role of HSC proliferation in driving these aging phenotypes, particularly under stress conditions, remains unclear. Therefore, we induced forced replications of HSCs in vivo by a cyclical treatment with low-dose fluorouracil (5FU) and examined the impact on HSC aging. Our findings show that proliferative stress induces several aging phenotypes, including altered leukocyte counts, decreased lymphoid progenitors, accumulation of HSCs with high expression of Slamf1, and reduced reconstitution potential, without affecting stem cell self-renewal capacity. The divisional history of HSCs was imprinted in the DNA methylome, consistent with functional decline. Specifically, DNA methylation changes included global hypermethylation in non-coding regions and similar frequencies of hypo- and hyper-methylation at promoter regions, particularly affecting genes targeted by the PRC2 complex. Importantly, initial forced replication promoted DNA damage repair accumulated with age, but continuous proliferative stress led to the accumulation of double-strand breaks, independent of functional decline. Overall, our results suggest that HSC proliferation can drive some aging phenotypes primarily through epigenetic mechanisms, including DNA methylation changes.",2,39390312,Journal,ar,Article,100,7,7,NA,21100805354,NIA,undefined,National Institute on Aging,1,TRUE,all,All Open Access,61,Aging | DNA damage | DNA methylation | Hematopoietic stem cells | Replicative stress,25092715,NA,1873-1886
true,https://api.elsevier.com/content/abstract/scopus_id/105003742134,SCOPUS_ID:105003742134,2-s2.0-105003742134,Optimized CUT&amp;RUN protocol for activated primary mouse B cells,Ruiz S.E.,PLoS ONE,19326203,20,4 April,2025-04-01,April 2025,10.1371/journal.pone.0322139,"ChIP-seq has long been the standard for study of chromatin-protein interactions. However, development of a new technique, CUT&RUN, showed substantial advantages compared to ChIP-seq including higher quality signal while using substantially less sample. While a powerful technique, the original protocol was designed using cell lines and histones as targets. Due to their fragility, this was unsuitable for obtaining high-quality data from activated primary B lymphocytes. To adapt this protocol for B cells, cells were fixed prior to nuclear isolation, and several critical adjustments were introduced to the procedure and reagents. We measured binding of H3K4me3 histone and RNA Polymerase II, detecting robust peaks with as little as 100k nuclei. Additionally, freeze-thaw of B cells prior to processing did not affect results, emphasizing the flexibility of this modified technique. Using the protocol described here will allow one to quantify non-histone proteins bound to DNA from limited numbers of B cells with more efficiency than can be achieved from the current standard, ChIP-seq.",0,40273386,Journal,ar,Article,100,3,3,e0322139,10600153309,NA,undefined,NA,1,TRUE,all,All Open Access,62,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/105003153188,SCOPUS_ID:105003153188,2-s2.0-105003153188,Human lifespan changes in the brain’s functional connectome,Sun L.,Nature Neuroscience,15461726,28,4,2025-04-01,April 2025,10.1038/s41593-025-01907-4,"Functional connectivity of the human brain changes through life. Here, we assemble task-free functional and structural magnetic resonance imaging data from 33,250 individuals at 32 weeks of postmenstrual age to 80 years from 132 global sites. We report critical inflection points in the nonlinear growth curves of the global mean and variance of the connectome, peaking in the late fourth and late third decades of life, respectively. After constructing a fine-grained, lifespan-wide suite of system-level brain atlases, we show distinct maturation timelines for functional segregation within different systems. Lifespan growth of regional connectivity is organized along a spatiotemporal cortical axis, transitioning from primary sensorimotor regions to higher-order association regions. These findings elucidate the lifespan evolution of the functional connectome and can serve as a normative reference for quantifying individual variation in development, aging and neuropsychiatric disorders.",1,40181189,Journal,ar,Article,100,354,100,3511,17436,NA,undefined,NA,0,FALSE,NA,NA,63,NA,10976256,NA,891-901
true,https://api.elsevier.com/content/abstract/scopus_id/105002822622,SCOPUS_ID:105002822622,2-s2.0-105002822622,The interneuron hypothesis of amyotrophic lateral sclerosis,Traynor B.J.,Brain,14602156,148,4,2025-04-01,1 April 2025,10.1093/brain/awaf104,NA,0,40179249,Journal,ed,Editorial,100,1,1,NA,14317,NIH,1ZIAAG000933,National Institutes of Health,0,FALSE,all,All Open Access,64,NA,00068950,NA,1045-1046
true,https://api.elsevier.com/content/abstract/scopus_id/105002789828,SCOPUS_ID:105002789828,2-s2.0-105002789828,Assessing DNA methylation detection for primary human tissue using Nanopore sequencing,Genner R.,Genome Research,15495469,35,4,2025-04-01,April 2025,10.1101/gr.279159.124,"DNA methylation most commonly occurs as 5-methylcytosine (5mC) in the human genome and has been associated with human diseases. Recent developments in single-molecule sequencing technologies (Oxford Nanopore Technologies [ONT] and Pacific Biosciences [PacBio]) have enabled readouts of long, native DNA molecules, including cytosine methylation. ONT recently upgraded their Nanopore sequencing chemistry and kits from the R9 to the R10 version, which yielded increased accuracy and sequencing throughput. However, the effects on methylation detection have not yet been documented. Here, we performed a series of computational analyses to characterize differences in Nanopore-based 5mC detection between the ONT R9 and R10 chemistries. We compared 5mC calls in R9 and R10 for three human genome data sets: a cell line, a frontal cortex brain sample, and a blood sample. We performed an in-depth analysis on CpG islands and homopolymer regions, and documented high concordance for methylation detection among sequencing technologies. The strongest correlation was observed between Nanopore R10 and Illumina bisulfite technologies for cell line–derived data sets. Subtle differences in methylation data sets between technologies can impact analysis tools such as differential methylation calling software. Our findings show that comparisons can be drawn between methylation data from different Nanopore chemistries using guided hypotheses. This work will facilitate comparison among Nanopore data cohorts derived using different chemistries from large-scale sequencing efforts, such as the NIH CARD Long Read Initiative.",1,40054862,Journal,ar,Article,100,11,11,NA,22214,NA,undefined,NA,0,FALSE,NA,NA,65,NA,10889051,NA,632-643
true,https://api.elsevier.com/content/abstract/scopus_id/105002714037,SCOPUS_ID:105002714037,2-s2.0-105002714037,The effect of Alzheimer's disease genetic factors on limbic white matter microstructure,Lorenz A.,Alzheimer's and Dementia,15525279,21,4,2025-04-01,April 2025,10.1002/alz.70130,"INTRODUCTION: White matter (WM) microstructure is essential for brain function but deteriorates with age and in neurodegenerative conditions such as Alzheimer's disease (AD). Diffusion MRI, enhanced by advanced bi-tensor models accounting for free water (FW), enables in vivo quantification of WM microstructural differences. METHODS: To evaluate how AD genetic risk factors affect limbic WM microstructure – crucial for memory and early impacted in disease – we conducted linear regression analyses in a cohort of 2,614 non-Hispanic White aging adults (aged 50.12 to 100.85 years). The study evaluated 36 AD risk variants across 26 genes, the association between AD polygenic scores (PGSs) and WM metrics, and interactions with cognitive status. RESULTS: AD PGSs, variants in TMEM106B, PTK2B, WNT3, and apolipoprotein E (APOE), and interactions involving MS4A6A were significantly linked to WM microstructure. DISCUSSION: These findings implicate AD-related genetic factors related to neurodevelopment (WNT3), lipid metabolism (APOE), and inflammation (TMEM106B, PTK2B, MS4A6A) that contribute to alternations in WM microstructure in older adults. Highlights: AD risk variants in TMEM106B, PTK2B, WNT3, and APOE genes showed distinct associations with limbic FW-corrected WM microstructure metrics. Interaction effects were observed between MS4A6A variants and cognitive status. PGS for AD was associated with higher FW content in the limbic system.",0,40219815,Journal,ar,Article,100,47,47,e70130,3600148102,NIBIB,U01 AG068057,BioClinica,1,TRUE,NA,NA,66,Alzheimer's disease | diffusion MRI | free water | genetic risk variants | polygenic risk | white matter microstructure,15525260,NA,NA
