@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,article-number,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,prism:issn,prism:pageRange,pubmed-id
true,https://api.elsevier.com/content/abstract/scopus_id/85149977538,SCOPUS_ID:85149977538,2-s2.0-85149977538,Deficiency of Perry syndrome-associated p150<sup>Glued</sup> in midbrain dopaminergic neurons leads to progressive neurodegeneration and endoplasmic reticulum abnormalities,Yu J.,npj Parkinson's Disease,23738057,9,1,2023-12-01,December 2023,10.1038/s41531-023-00478-0,NA,"Multiple missense mutations in p150Glued are linked to Perry syndrome (PS), a rare neurodegenerative disease pathologically characterized by loss of nigral dopaminergic (DAergic) neurons. Here we generated p150Glued conditional knockout (cKO) mice by deleting p150Glued in midbrain DAergic neurons. The young cKO mice displayed impaired motor coordination, dystrophic DAergic dendrites, swollen axon terminals, reduced striatal dopamine transporter (DAT), and dysregulated dopamine transmission. The aged cKO mice showed loss of DAergic neurons and axons, somatic accumulation of α-synuclein, and astrogliosis. Further mechanistic studies revealed that p150Glued deficiency in DAergic neurons led to the reorganization of endoplasmic reticulum (ER) in dystrophic dendrites, upregulation of ER tubule-shaping protein reticulon 3, accumulation of DAT in reorganized ERs, dysfunction of COPII-mediated ER export, activation of unfolded protein response, and exacerbation of ER stress-induced cell death. Our findings demonstrate the importance of p150Glued in controlling the structure and function of ER, which is critical for the survival and function of midbrain DAergic neurons in PS.",3,Journal,ar,Article,100,6,6,NA,35,21100982311,NIAAA,2017002,National Institute on Alcohol Abuse and Alcoholism,1,TRUE,all,All Open Access,62,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85149289386,SCOPUS_ID:85149289386,2-s2.0-85149289386,LRRK2 and GBA1 variant carriers have higher urinary bis(monacylglycerol) phosphate concentrations in PPMI cohorts,Merchant K.M.,npj Parkinson's Disease,23738057,9,1,2023-12-01,December 2023,10.1038/s41531-023-00468-2,NA,"We quantified concentrations of three isoforms of the endolysosomal lipid, bis(monoacylglycerol) phosphate (BMP) in the urine of deeply phenotyped cohorts in the Parkinson’s Progression Markers Initiative: LRRK2 G2019S PD (N = 134) and non-manifesting carriers (NMC) (G2019S+ NMC; N = 182), LRRK2 R1441G PD (N = 15) and R1441G+ NMC (N = 15), GBA1 N409S PD (N = 76) and N409S+ NMC (N = 178), sporadic PD (sPD, N = 379) and healthy controls (HC) (N = 190). The effects of each mutation and disease status were analyzed using nonparametric methods. Longitudinal changes in BMP levels were analyzed using linear mixed models. At baseline, all LRRK2 carriers had 3–7× higher BMP levels compared to HC, irrespective of the disease status. GBA1 N409S carriers also showed significant, albeit smaller, elevation (~30–40%) in BMP levels compared to HC. In LRRK2 G2019S PD, urinary BMP levels remained stable over two years. Furthermore, baseline BMP levels did not predict disease progression as measured by striatal DaT imaging, MDS-UPDRS III Off, or MoCA in any of the cohorts. These data support the utility of BMP as a target modulation biomarker in therapeutic trials of genetic and sPD but not as a prognostic or disease progression biomarker.",13,Journal,ar,Article,100,20,20,NA,30,21100982311,NA,undefined,NA,1,TRUE,all,All Open Access,63,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85148239787,SCOPUS_ID:85148239787,2-s2.0-85148239787,A proteogenomic view of Parkinson’s disease causality and heterogeneity,Kaiser S.,npj Parkinson's Disease,23738057,9,1,2023-12-01,December 2023,10.1038/s41531-023-00461-9,NA,"The pathogenesis and clinical heterogeneity of Parkinson’s disease (PD) have been evaluated from molecular, pathophysiological, and clinical perspectives. High-throughput proteomic analysis of cerebrospinal fluid (CSF) opened new opportunities for scrutinizing this heterogeneity. To date, this is the most comprehensive CSF-based proteomics profiling study in PD with 569 patients (350 idiopathic patients, 65 GBA + mutation carriers and 154 LRRK2 + mutation carriers), 534 controls, and 4135 proteins analyzed. Combining CSF aptamer-based proteomics with genetics we determined protein quantitative trait loci (pQTLs). Analyses of pQTLs together with summary statistics from the largest PD genome wide association study (GWAS) identified 68 potential causal proteins by Mendelian randomization. The top causal protein, GPNMB, was previously reported to be upregulated in the substantia nigra of PD patients. We also compared the CSF proteomes of patients and controls. Proteome differences between GBA + patients and unaffected GBA + controls suggest degeneration of dopaminergic neurons, altered dopamine metabolism and increased brain inflammation. In the LRRK2 + subcohort we found dysregulated lysosomal degradation, altered alpha-synuclein processing, and neurotransmission. Proteome differences between idiopathic patients and controls suggest increased neuroinflammation, mitochondrial dysfunction/oxidative stress, altered iron metabolism and potential neuroprotection mediated by vasoactive substances. Finally, we used proteomic data to stratify idiopathic patients into “endotypes”. The identified endotypes show differences in cognitive and motor disease progression based on previously reported protein-based risk scores.Our findings not only contribute to the identification of new therapeutic targets but also to shape personalized medicine in CNS neurodegeneration.",27,Journal,ar,Article,100,29,29,NA,24,21100982311,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,64,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85147954058,SCOPUS_ID:85147954058,2-s2.0-85147954058,A novel isolation method for spontaneously released extracellular vesicles from brain tissue and its implications for stress-driven brain pathology,Gomes P.A.,Cell Communication and Signaling,1478811X,21,1,2023-12-01,December 2023,10.1186/s12964-023-01045-z,NA,"Background: Extracellular vesicles (EVs), including small EVs (sEVs) such as exosomes, exhibit great potential for the diagnosis and treatment of brain disorders, representing a valuable tool for precision medicine. The latter demands high-quality human biospecimens, especially in complex disorders in which pathological and specimen heterogeneity, as well as diverse individual clinical profile, often complicate the development of precision therapeutic schemes and patient-tailored treatments. Thus, the collection and characterization of physiologically relevant sEVs are of the utmost importance. However, standard brain EV isolation approaches rely on tissue dissociation, which can contaminate EV fractions with intracellular vesicles. Methods: Based on multiscale analytical platforms such as cryo-EM, label-free proteomics, advanced flow cytometry, and ExoView analyses, we compared and characterized the EV fraction isolated with this novel method with a classical digestion-based EV isolation procedure. Moreover, EV biogenesis was pharmacologically manipulated with either GW4869 or picrotoxin to assess the validity of the spontaneous-release method, while the injection of labelled-EVs into the mouse brain further supported the integrity of the isolated vesicles. Results: We hereby present an efficient purification method that captures a sEV-enriched population spontaneously released by mouse and human brain tissue. In addition, we tested the significance of the release method under conditions where biogenesis/secretion of sEVs was pharmacologically manipulated, as well as under animals’ exposure to chronic stress, a clinically relevant precipitant of brain pathologies, such as depression and Alzheimer’s disease. Our findings show that the released method monitors the drug-evoked inhibition or enhancement of sEVs secretion while chronic stress induces the secretion of brain exosomes accompanied by memory loss and mood deficits suggesting a potential role of sEVs in the brain response to stress and related stress-driven brain pathology. Conclusions: Overall, the spontaneous release method of sEV yield may contribute to the characterization and biomarker profile of physiologically relevant brain-derived sEVs in brain function and pathology. [MediaObject not available: see fulltext.]",19,Journal,ar,Article,100,18,18,Brain | Exosomes | Extracellular vesicles | Human | Mouse | Spontaneous release | Stress,35,4400151517,NIH,PPBI-POCI-01–0145-FEDER-022122,National Institutes of Health,1,TRUE,all,All Open Access,65,NA,NA,36782237
true,https://api.elsevier.com/content/abstract/scopus_id/85147945222,SCOPUS_ID:85147945222,2-s2.0-85147945222,Genome-wide association study using whole-genome sequencing identifies risk loci for Parkinson’s disease in Chinese population,Pan H.,npj Parkinson's Disease,23738057,9,1,2023-12-01,December 2023,10.1038/s41531-023-00456-6,NA,"Genome-wide association studies (GWASs) have identified numerous susceptibility loci for Parkinson’s disease (PD), but its genetic architecture remains underexplored in populations of non-European ancestry. To identify genetic variants associated with PD in the Chinese population, we performed a GWAS using whole-genome sequencing (WGS) in 1,972 cases and 2,478 controls, and a replication study in a total of 8209 cases and 9454 controls. We identified one new risk variant rs61204179 (Pcombined = 1.47 × 10−9) with low allele frequency, four previously reported risk variants (NUCKS1/RAB29-rs11557080, SNCA-rs356182, FYN-rs997368, and VPS13C-rs2251086), as well as three risk variants in LRRK2 coding region (A419V, R1628P, and G2385R) with genome-wide significance (P < 5 × 10−8) for PD in Chinese population. Moreover, of the reported genome-wide significant risk variants found mostly in European ancestry populations, the correlation coefficient (rb) of effect size accounting for sampling errors was 0.91 between datasets and 63.6% attained P < 0.05 in Chinese population. Accordingly, we estimated a heritability of 0.14–0.18 for PD, and a moderate genetic correlation between European ancestry and Chinese populations (rg = 0.47, se = 0.21). Polygenic risk score (PRS) analysis revealed that individuals with PRS values in the highest quartile had a 3.9-fold higher risk of developing PD than the lowest quartile. In conclusion, the present GWAS identified PD-associated variants in Chinese population, as well as genetic factors shared among distant populations. Our findings shed light on the genetic homogeneity and heterogeneity of PD in different ethnic groups and suggested WGS might continue to improve our understanding of the genetic architecture of PD.",26,Journal,ar,Article,100,66,66,NA,22,21100982311,NIH,2019SK2335,National Institutes of Health,1,TRUE,all,All Open Access,66,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85147319114,SCOPUS_ID:85147319114,2-s2.0-85147319114,The mediating roles of the oral microbiome in saliva and subgingival sites between e-cigarette smoking and gingival inflammation,Park B.,BMC Microbiology,14712180,23,1,2023-12-01,December 2023,10.1186/s12866-023-02779-z,NA,"Background: Electronic cigarettes (ECs) have been widely used by young individuals in the U.S. while being considered less harmful than conventional tobacco cigarettes. However, ECs have increasingly been regarded as a health risk, producing detrimental chemicals that may cause, combined with poor oral hygiene, substantial inflammation in gingival and subgingival sites. In this paper, we first report that EC smoking significantly increases the odds of gingival inflammation. Then, through mediation analysis, we seek to identify and explain the mechanism that underlies the relationship between EC smoking and gingival inflammation via the oral microbiome. Methods: We collected saliva and subgingival samples from 75 EC users and 75 non-users between 18 and 34 years in age and profiled their microbial compositions via 16S rRNA amplicon sequencing. We conducted raw sequence data processing, denoising and taxonomic annotations using QIIME2 based on the expanded human oral microbiome database (eHOMD). We then created functional annotations (i.e., KEGG pathways) using PICRUSt2. Results: We found significant increases in α-diversity for EC users and disparities in β-diversity between EC users and non-users. We also found significant disparities between EC users and non-users in the relative abundance of 36 microbial taxa in the saliva site and 71 microbial taxa in the subgingival site. Finally, we found that 1 microbial taxon in the saliva site and 18 microbial taxa in the subgingival site significantly mediated the effects of EC smoking on gingival inflammation. The mediators on the genus level, for example, include Actinomyces, Rothia, Neisseria, and Enterococcus in the subgingival site. In addition, we report significant disparities between EC users and non-users in the relative abundance of 71 KEGG pathways in the subgingival site. Conclusions: These findings reveal that continued EC use can further increase microbial dysbiosis that may lead to periodontal disease. Our findings also suggest that continued surveillance for the effect of ECs on the oral microbiome and its transmission to oral diseases is needed.",17,Journal,ar,Article,100,9,9,Electronic cigarette | Gingival inflammation | Oral microbiome | Periodontal disease | Saliva microbiome | Subgingival microbiome,35,19633,NIH,R01DE026031,National Institutes of Health,1,TRUE,all,All Open Access,67,NA,NA,36732713
true,https://api.elsevier.com/content/abstract/scopus_id/85147039348,SCOPUS_ID:85147039348,2-s2.0-85147039348,Mitochondrial DNA and inflammatory proteins are higher in extracellular vesicles from frail individuals,Byappanahalli A.M.,Immunity and Ageing,17424933,20,1,2023-12-01,December 2023,10.1186/s12979-023-00330-2,NA,"Background: Frailty, a clinical syndrome commencing at midlife, is a risk for morbidity and mortality. Little is known about the factors that contribute to the chronic inflammatory state associated with frailty. Extracellular vesicles (EVs) are small, membrane-bound vesicles that are released into the circulation and are mediators of intercellular communication. We examined whether mitochondrial DNA (mtDNA) and inflammatory proteins in EVs may act as damage-associated molecular pattern (DAMP) molecules in frailty. Results: To address whether EVs and their associated mtDNA and inflammatory protein cargo are altered with frailty, EVs were isolated from non-frail (n = 90) and frail (n = 87) middle-aged (45–55 years) participants from the Healthy Aging in Neighborhoods of Diversity across the Life Span (HANDLS) study. EV concentration was highest in frail White participants. EV mtDNA levels were significantly higher in frail individuals compared to non-frail individuals. The presence of six inflammatory proteins in EVs (FGF-21, HGF, IL-12B, PD-L1, PRDX3, and STAMBP) were significantly associated with frailty. EV inflammatory proteins were significantly altered by frailty status, race, sex, and poverty status. Notably, frail White participants had higher levels of EV-associated CD5, CD8A, CD244, CXCL1, CXCL6, CXCL11, LAP-TGF-beta-1 and MCP-4 compared to frail and non-frail African American participants. Frail White participants living below poverty had higher levels of EV-associated uPA. EV-associated CCL28 levels were highest in non-frail women and CXCL1 were highest in non-frail men. Men living below poverty had higher levels of CD5, CD8A, CXCL1, LAP-TGF-beta-1, and uPA. CXCL6 levels were significantly higher in individuals living above poverty. There was a significant correlation between EV mtDNA levels and the presence of inflammatory proteins. Conclusions: These data suggest that mtDNA within EVs may act as a DAMP molecule in frailty. Its association with chemokines and other inflammatory EV cargo proteins, may contribute to the frailty phenotype. In addition, the social determinant of health, poverty, influences the inflammatory cargo of EVs in midlife.",17,Journal,ar,Article,100,7,7,"Aging | DAMP | EV | Exosome | Frail | Health disparities | Mitochondria, mtDNA, inflammation | Proteins | Social determinants of health",6,4400151516,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,68,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85145670575,SCOPUS_ID:85145670575,2-s2.0-85145670575,Gut microbiome and stages of diabetes in middle-aged adults: CARDIA microbiome study,Hu Y.H.,Nutrition and Metabolism,17437075,20,1,2023-12-01,December 2023,10.1186/s12986-022-00721-0,NA,"Background: Animal and human studies suggest the gut microbiome is linked to diabetes but additional data are needed on the associations of the gut microbiome to specific diabetes characteristics. The aim of this study was to examine the associations of gut microbiome composition to insulin resistance [Homeostatic Model Assessment of Insulin Resistance (HOMA-IR)], duration of diabetes, and 4 stages of diabetes [normoglycemia, pre-diabetes, and diabetes with (+) and without (−) medication for diabetes]. Methods: Data are from a sub-sample (n = 605) of Black and White participants from the 30-year follow-up exam of the prospectively followed community-based Coronary Artery Risk Development in Young Adults cohort (2015–2016; aged 48–60 years). Stool samples were collected and sequenced using the 16S ribosomal RNA method. Microbial measures included: α diversity (within-person), β diversity (between-person), and taxonomies. All analyses were adjusted for demographic, clinical, lifestyle factors, and use of relevant medications (full adjustment). Multivariate linear regression models were used to assess the association of diabetes characteristics with α diversity and genera abundance, while the association with β diversity was analyzed using permutational multivariate analysis of variance. Statistical significance was set to p-value < 0.05 for α and β diversity analyses and to q-value < 0.1 for genera abundance analyses. Results: There were 16.7% of participants with pre-diabetes, and 14.4% with diabetes (9% diabetes+) with median (interquartile range) diabetes duration of 5 (5–10) years. In the fully adjusted models, compared to those with no diabetes, longer diabetes duration and the diabetes + group had a lower α diversity. There were significant differences in β diversity across diabetes-related characteristics. A significantly reduced abundance of butyrate-producing genera was associated with higher HOMA-IR (ex., Anaerostipes and Lachnospiraceae_UCG.004), longer diabetes duration (ex., Agathobacter and Ruminococcus), and diabetes + (ex., Faecalibacterium and Romboutsia). Conclusions: Our results suggest that an adverse alteration of gut microbiome composition is related to higher insulin resistance, longer diabetes duration, and is present in those persons with diabetes using medications. These diabetes-related characteristics were also associated with lower levels of certain butyrate-producing bacteria that produce health-promoting short‐chain fatty acids. Understanding the role of gut microbiota in glucose regulation may provide new strategies to reduce the burden of diabetes.",15,Journal,ar,Article,100,10,10,Diabetes | Diabetes duration | Gut microbiota composition | Insulin resistance | Population-based,3,15300154824,NIH,AG0005,National Institutes of Health,1,TRUE,all,All Open Access,69,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85143275327,SCOPUS_ID:85143275327,2-s2.0-85143275327,Effects of lifespan-extending interventions on cognitive healthspan,Culig L.,Expert Reviews in Molecular Medicine,NA,25,NA,2023-11-15,15 November 2023,10.1017/erm.2022.36,S1462399422000369,"Ageing is known to be the primary risk factor for most neurodegenerative diseases, including Alzheimer's disease, Parkinson's disease and Huntington's disease. They are currently incurable and worsen over time, which has broad implications in the context of lifespan and healthspan extension. Adding years to life and even to physical health is suboptimal or even insufficient, if cognitive ageing is not adequately improved. In this review, we will examine how interventions that have the potential to extend lifespan in animals affect the brain, and if they would be able to thwart or delay the development of cognitive dysfunction and/or neurodegeneration. These interventions range from lifestyle (caloric restriction, physical exercise and environmental enrichment) through pharmacological (nicotinamide adenine dinucleotide precursors, resveratrol, rapamycin, metformin, spermidine and senolytics) to epigenetic reprogramming. We argue that while many of these interventions have clear potential to improve cognitive health and resilience, large-scale and long-term randomised controlled trials are needed, along with studies utilising washout periods to determine the effects of supplementation cessation, particularly in aged individuals.",6,Journal,re,Review,100,3,3,Ageing | cognition | geroscience | healthspan | interventions | longevity | neurodegeneration,e2,26618,NA,undefined,NA,0,FALSE,NA,NA,70,14623994,NA,36377361
true,https://api.elsevier.com/content/abstract/scopus_id/85176974964,SCOPUS_ID:85176974964,2-s2.0-85176974964,"Accelerometer-Measured Sedentary Behavior Patterns, Brain Structure, and Cognitive Function in Dementia-Free Older Adults: A Population-Based Study",Han X.,Journal of Alzheimer's Disease,18758908,96,2,2023-11-07,7 November 2023,10.3233/JAD-230575,NA,"Background: Sedentary behavior is associated with cognitive impairment, but the neuropathological mechanisms underlying their associations are poorly understood. Objective: To investigate the associations of accelerometer-measured sedentary behavior patterns with brain structure and cognition, and further to explore the potential mechanisms. Methods: This community-based study included 2,019 older adults (age≥60 years, 59% women) without dementia derived from participants in the baseline examination of MIND-China (2018-2020). We assessed sedentary parameters using an accelerometer and cognitive function using a neuropsychological test battery. Structural brain markers were assessed on the structural brain MRI scans in a subsample (n = 1,009). Data were analyzed using the general linear, isotemporal substitution, and mediation models. Results: In the total sample (n = 2,019), adjusting for multiple covariates and moderate-to-vigorous-intensity physical activity, longer mean sedentary bout duration was linearly related with lower z-scores of global cognition, verbal fluency, and memory (ptrend < 0.05), whereas greater total sedentary time was linearly associated with lower z-scores of global cognition, verbal fluency, and memory only among individuals with long sedentary time (>10 h/day) (ptrend < 0.05); Breaking up sedentary time with same amount of light-intensity physical activity was significantly associated with higher verbal fluency and memory z-scores (p < 0.05). In the MRI subsample (n = 1,009), separately entering structural brain MRI markers into the mediation models substantially attenuated the associations of mean sedentary bout duration with global cognition, verbal fluency, and memory z-scores. Conclusion: Prolonged uninterrupted sedentary time is associated with poor global cognition, memory, and verbal fluency among rural older adults, and structural brain markers could partially mediate the association.",7,Journal,ar,Article,100,20,20,Accelerometer | Alzheimer's disease | brain aging | cognition | magnetic resonance imaging | population-based study | sedentary behavior patterns,NA,16246,NIA,2019QL020,National Institute on Aging,1,TRUE,all,All Open Access,71,13872877,657-668,37840495
true,https://api.elsevier.com/content/abstract/scopus_id/85179901409,SCOPUS_ID:85179901409,2-s2.0-85179901409,"Dietary linoleic acid lowering alone does not lower arachidonic acid or endocannabinoids among women with overweight and obesity: A randomized, controlled trial",Courville A.B.,Lipids,15589307,58,6,2023-11-01,November 2023,10.1002/lipd.12382,NA,"The linoleic acid (LA)-arachidonic acid (ARA)-inflammatory axis suggests dietary LA lowering benefits health because it lowers ARA and ARA-derived endocannabinoids (ECB). Dietary LA reduction increases concentrations of omega-3 eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) and DHA derived ECB. The aim of this study was to examine targeted reduction of dietary LA, with and without EPA and DHA, on plasma EPA and DHA and ECB (2-arachidonoyl glycerol [2-AG], anandamide [AEA], and docosahexaenoyl ethanolamide [DHA-EA]). Healthy, pre-menopausal women (n = 62, BMI 30 ± 3 kg/m2, age 35 ± 7 years; mean ± SD) were randomized to three 12-week controlled diets: (1) high LA, low omega-3 EPA and DHA (H6L3); (2) low LA, low omega-3 EPA and DHA (L6L3); or (3) low LA, high omega-3 EPA and DHA (L6H3). Baseline plasma fatty acids and ECB were similar between diets. Starting at 4 weeks, L6L3 and L6H3 lowered plasma LA compared to H6L3 (p < 0.001). While plasma ARA changed from baseline by 8% in L6L3 and −8% in L6H3, there were no group differences. After 4 weeks, plasma EPA and DHA increased from baseline in women on the L6H3 diet (ps < 0.001) and were different than the H6L3 and L6L3 diets. No differences were found between diets for AEA or 2-AG, however, in L6L3 and L6H3, AEA increased by 14% (ps < 0.02). L6H3 resulted in 35% higher DHA-EA (p = 0.013) whereas no changes were seen with the other diets. Lowering dietary LA did not result in the expected changes in fatty acids associated with the LA-ARA inflammatory axis in women with overweight and obesity.",2,Journal,ar,Article,100,13,13,arachidonic acid | diet | docosahexaenoic acid | eicosapentaeonic acid | endocannabinoid | linoleic acid,NA,14123,NIA,undefined,National Institute on Aging,0,FALSE,NA,NA,72,00244201,271-284,38100748
true,https://api.elsevier.com/content/abstract/scopus_id/85178495506,SCOPUS_ID:85178495506,2-s2.0-85178495506,A proteomic analysis of atrial fibrillation in a prospective longitudinal cohort (AGES-Reykjavik study),Jonmundsson T.,Europace,15322092,25,11,2023-11-01,1 November 2023,10.1093/europace/euad320,NA,"Aims: Atrial fibrillation (AF) is associated with high risk of comorbidities and mortality. Our aim was to examine causal and predictive relationships between 4137 serum proteins and incident AF in the prospective population-based Age, Gene/Environment Susceptibility-Reykjavik (AGES-Reykjavik) study. Methods and results: The study included 4765 participants, of whom 1172 developed AF. Cox proportional hazards regression models were fitted for 4137 baseline protein measurements adjusting for known risk factors. Protein associations were tested for replication in the Cardiovascular Health Study (CHS). Causal relationships were examined in a bidirectional, two-sample Mendelian randomization analysis. The time-dependent area under the receiver operating characteristic curve (AUC)-statistic was examined as protein levels and an AF-polygenic risk score (PRS) were added to clinical risk models. The proteomic signature of incident AF consisted of 76 proteins, of which 63 (83%) were novel and 29 (38%) were replicated in CHS. The signature included both N-Terminal prohormone of brain natriuretic peptide (NT-proBNP)-dependent (e.g. CHST15, ATP1B1, and SVEP1) and independent components (e.g. ASPN, AKR1B, and LAMA1/LAMB1/LAMC1). Nine causal candidates were identified (TAGLN, WARS, CHST15, CHMP3, COL15A1, DUSP13, MANBA, QSOX2, and SRL). The reverse causal analysis suggested that most AF-Associated proteins were affected by the genetic liability to AF. N-Terminal prohormone of brain natriuretic peptide improved the prediction of incident AF events close to baseline with further improvements gained by the AF-PRS at all time points. Conclusion: The AF proteomic signature includes biologically relevant proteins, some of which may be causal. It mainly reflects an NT-proBNP-dependent consequence of the genetic liability to AF. N-Terminal prohormone of brain natriuretic peptide is a promising marker for incident AF in the short term, but risk assessment incorporating a PRS may improve long-Term risk assessment.",9,Journal,ar,Article,100,15,15,Atrial fibrillation | Mendelian randomization | NT-proBNP | Polygenic risk score | Prediction | Proteomics,euad320,23181,NIA,75N92021D00006,National Institute on Aging,1,TRUE,all,All Open Access,73,10995129,NA,37967346
true,https://api.elsevier.com/content/abstract/scopus_id/85177835033,SCOPUS_ID:85177835033,2-s2.0-85177835033,SIRT1 Prevents R-Loops during Chronological Aging by Modulating DNA Replication at rDNA Loci,Thakur B.L.,Cells,20734409,12,22,2023-11-01,November 2023,10.3390/cells12222630,NA,"In metazoans, the largest sirtuin, SIRT1, is a nuclear protein implicated in epigenetic modifications, circadian signaling, DNA recombination, replication, and repair. Our previous studies have demonstrated that SIRT1 binds replication origins and inhibits replication initiation from a group of potential initiation sites (dormant origins). We studied the effects of aging and SIRT1 activity on replication origin usage and the incidence of transcription–replication collisions (creating R-loop structures) in adult human cells obtained at different time points during chronological aging and in cancer cells. In primary, untransformed cells, SIRT1 activity declined and the prevalence of R-loops rose with chronological aging. Both the reduction in SIRT1 activity and the increased abundance of R-loops were also observed during the passage of primary cells in culture. All cells, regardless of donor age or transformation status, reacted to the short-term, acute chemical inhibition of SIRT1 with the activation of excessive replication initiation events coincident with an increased prevalence of R-loops. However, cancer cells activated dormant replication origins, genome-wide, during long-term proliferation with mutated or depleted SIRT1, whereas, in primary cells, the aging-associated SIRT1-mediated activation of dormant origins was restricted to rDNA loci. These observations suggest that chronological aging and the associated decline in SIRT1 activity relax the regulatory networks that protect cells against excess replication and that the mechanisms protecting from replication–transcription collisions at the rDNA loci manifest as differentially enhanced sensitivities to SIRT1 decline and chronological aging.",3,Journal,ar,Article,100,11,11,aging | cancer | chromatin | genomic stability,2630,21100978391,NIH,ZIC AG000615-14,National Institutes of Health,1,TRUE,all,All Open Access,74,NA,NA,37998365
true,https://api.elsevier.com/content/abstract/scopus_id/85177762876,SCOPUS_ID:85177762876,2-s2.0-85177762876,Genetic and Molecular Regulations of Neuronal Activity,Reale M.,International Journal of Molecular Sciences,14220067,24,22,2023-11-01,November 2023,10.3390/ijms242216191,NA,NA,0,Journal,ed,Editorial,100,4,4,NA,16191,25879,NA,undefined,NA,1,TRUE,all,All Open Access,75,16616596,NA,38003381
true,https://api.elsevier.com/content/abstract/scopus_id/85177735697,SCOPUS_ID:85177735697,2-s2.0-85177735697,The Response of the Replication Apparatus to Leading Template Strand Blocks,Bellani M.A.,Cells,20734409,12,22,2023-11-01,November 2023,10.3390/cells12222607,NA,"Duplication of the genome requires the replication apparatus to overcome a variety of impediments, including covalent DNA adducts, the most challenging of which is on the leading template strand. Replisomes consist of two functional units, a helicase to unwind DNA and polymerases to synthesize it. The helicase is a multi-protein complex that encircles the leading template strand and makes the first contact with a leading strand adduct. The size of the channel in the helicase would appear to preclude transit by large adducts such as DNA: protein complexes (DPC). Here we discuss some of the extensively studied pathways that support replication restart after replisome encounters with leading template strand adducts. We also call attention to recent work that highlights the tolerance of the helicase for adducts ostensibly too large to pass through the central channel.",2,Journal,re,Review,100,5,5,CMG structure | DNA replication | DNA replication stress | replisome,2607,21100978391,NIH,Z01-AG000746-08,National Institutes of Health,1,TRUE,all,All Open Access,76,NA,NA,37998342
true,https://api.elsevier.com/content/abstract/scopus_id/85176495410,SCOPUS_ID:85176495410,2-s2.0-85176495410,Large-scale rare variant burden testing in Parkinson's disease,Makarious M.B.,Brain,14602156,146,11,2023-11-01,1 November 2023,10.1093/brain/awad214,NA,"Parkinson’s disease has a large heritable component and genome-wide association studies have identified over 90 variants with disease-associated common variants, providing deeper insights into the disease biology. However, there have not been large-scale rare variant analyses for Parkinson’s disease. To address this gap, we investigated the rare genetic component of Parkinson’s disease at minor allele frequencies <1%, using whole genome and whole exome sequencing data from 7184 Parkinson’s disease cases, 6701 proxy cases and 51 650 healthy controls from the Accelerating Medicines Partnership Parkinson’s disease (AMP-PD) initiative, the National Institutes of Health, the UK Biobank and Genentech. We performed burden tests meta-analyses on small indels and single nucleotide protein-altering variants, prioritized based on their predicted functional impact. Our work identified several genes reaching exome-wide significance. Two of these genes, GBA1 and LRRK2, have variants that have been previously implicated as risk factors for Parkinson’s disease, with some variants in LRRK2 resulting in monogenic forms of the disease. We identify potential novel risk associations for variants in B3GNT3, AUNIP, ADH5, TUBA1B, OR1G1, CAPN10 and TREML1 but were unable to replicate the observed associations across independent datasets. Of these, B3GNT3 and TREML1 could provide new evidence for the role of neuroinflammation in Parkinson’s disease. To date, this is the largest analysis of rare genetic variants in Parkinson’s disease.",21,Journal,ar,Article,100,36,36,burden | GBA1 | genetics | LRRK2 | Parkinson’s disease | rare variant,NA,14317,NIH,1ZIA-NS003154,National Institutes of Health,1,TRUE,all,All Open Access,77,00068950,4622-4632,37348876
