@_fa,affiliation-url,afid,affilname,affiliation-city,affiliation-country,entry_number
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013780,60013780,National Institute of Neurological Disorders and Stroke,Bethesda,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006577,60006577,National Institutes of Health (NIH),Bethesda,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002746,60002746,Harvard Medical School,Boston,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/128392446,128392446,Arc Institute,Palo Alto,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60107285,60107285,The Francis Crick Institute,London,United Kingdom,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60102054,60102054,"Donders Institute for Brain, Cognition and Behaviour",Nijmegen,Netherlands,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029329,60029329,"St George’s, University of London",London,United Kingdom,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60026530,60026530,Royal Veterinary College University of London,London,United Kingdom,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022148,60022148,University College London,London,United Kingdom,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019953,60019953,UCL Queen Square Institute of Neurology,London,United Kingdom,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016379,60016379,UCL School of Pharmacy,London,United Kingdom,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012662,60012662,UCL Great Ormond Street Institute of Child Health,London,United Kingdom,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60011520,60011520,King's College London,London,United Kingdom,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000368,60000368,MRC Mitochondrial Biology Unit,Cambridge,United Kingdom,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/127131186,127131186,Aligning Science Across Parkinson’s (ASAP) Collaborative Research Network,Chevy Chase,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60115564,60115564,Reta Lila Weston Institute of Neurological Studies,London,United Kingdom,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022148,60022148,University College London,London,United Kingdom,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019953,60019953,UCL Queen Square Institute of Neurology,London,United Kingdom,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012662,60012662,UCL Great Ormond Street Institute of Child Health,London,United Kingdom,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008592,60008592,Hong Kong University of Science and Technology,Hong Kong,Hong Kong,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006577,60006577,National Institutes of Health (NIH),Bethesda,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000130,60000130,Universidad de Murcia,Murcia,Spain,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/118431800,118431800,Data Tecnica International,Glen Echo,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/108401946,108401946,NIMGenetics Genómica y Medicina S.L.,Madrid,Spain,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60080985,60080985,"Xuanwu Hospital, Capital Medical University",Beijing,China,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030846,60030846,University of Virginia School of Medicine,Charlottesville,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021568,60021568,McGovern Medical School,Houston,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006183,60006183,Johns Hopkins Bloomberg School of Public Health,Baltimore,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005248,60005248,Johns Hopkins University,Baltimore,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001117,60001117,Johns Hopkins University School of Medicine,Baltimore,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60279163,60279163,Fred Hutchinson Cancer Center,Seattle,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60274640,60274640,RIKEN Center for Integrative Medical Sciences,Yokohama,Japan,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60253102,60253102,Novo Nordisk Foundation Center for Basic Metabolic Research,Copenhagen,Denmark,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60196727,60196727,"College of Medicine, Qatar University",Doha,Qatar,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60185923,60185923,Graduate School of Medical Sciences,Fukuoka,Japan,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60178602,60178602,Graduate School of Medicine,Tokyo,Japan,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60175967,60175967,Graduate School of Medicine,Suita,Japan,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60171764,60171764,Bristol Medical School,Bristol,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60138297,60138297,The Lundquist Institute,Torrance,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60120011,60120011,Department of Public Health and Primary Care,Cambridge,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60119317,60119317,Graduate School of Medicine,Kyoto,Japan,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60117142,60117142,Amsterdam Public Health,Amsterdam,Netherlands,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60111707,60111707,University of Exeter Medical School,Exeter,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60110825,60110825,Edinburgh Medical School,Edinburgh,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60104546,60104546,Terveyden ja Hyvinvoinnin Laitos,Helsinki,Finland,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60104335,60104335,Institut de Recerca Sant Pau (IR SANT PAU),Barcelona,Spain,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60103339,60103339,Huck Institutes of the Life Sciences,University Park,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60099539,60099539,The Wellcome Centre for Human Genetics,Oxford,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60079992,60079992,University of the Witwatersrand Faculty of Health Sciences,Johannesburg,South Africa,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60072750,60072750,Weill Cornell Medicine-Qatar,Doha,Qatar,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60071132,60071132,Landspitali - The National University Hospital of Iceland,Reykjavik,Iceland,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60071123,60071123,deCODE genetics,Reykjavik,Iceland,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60071113,60071113,Haskoli Islands,Reykjavik,Iceland,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60068695,60068695,Korea National Institute of Health,Cheongju,South Korea,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60033182,60033182,University of Michigan Medical School,Ann Arbor,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032838,60032838,Stanford University School of Medicine,Stanford,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032499,60032499,Harvard T.H. Chan School of Public Health,Boston,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032114,60032114,Erasmus MC,Rotterdam,Netherlands,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030846,60030846,University of Virginia School of Medicine,Charlottesville,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030807,60030807,Universität Regensburg,Regensburg,Germany,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030769,60030769,Vanderbilt University Medical Center,Nashville,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030521,60030521,Boston Children's Hospital,Boston,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030440,60030440,Cincinnati Children's Hospital Medical Center,Cincinnati,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029929,60029929,Massachusetts General Hospital,Boston,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60028084,60028084,VA Palo Alto Health Care System,Palo Alto,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027887,60027887,Ealing Hospital,Southall,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027272,60027272,The University of Edinburgh,Edinburgh,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025778,60025778,"University of Michigan, Ann Arbor",Ann Arbor,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025315,60025315,Rollins School of Public Health,Atlanta,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024007,60024007,Helmholtz Center Munich German Research Center for Environmental Health,Oberschleissheim,Germany,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023052,60023052,Universitetssykehuset i Trondheim,Trondheim,Norway,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022756,60022756,Washington University School of Medicine in St. Louis,St. Louis,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022323,60022323,Clinical Trial Service Unit and Epidemiological Studies Unit,Oxford,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021435,60021435,Barts and The London School of Medicine and Dentistry,London,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021199,60021199,Consiglio Nazionale delle Ricerche,Rome,Italy,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019295,60019295,Karolinska Universitetssjukhuset,Stockholm,Sweden,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60018701,60018701,School of Public Health,Boston,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017161,60017161,National University of Singapore,Singapore City,Singapore,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016809,60016809,Universidad de Zaragoza,Zaragoza,Spain,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016782,60016782,Brigham and Women's Hospital,Boston,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016660,60016660,University of Michigan School of Public Health,Ann Arbor,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016639,60016639,UNC Gillings School of Global Public Health,Chapel Hill,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015618,60015618,Leids Universitair Medisch Centrum,Leiden,Netherlands,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015481,60015481,University of Washington,Seattle,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015150,60015150,Imperial College London,London,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60014311,60014311,"University of Bristol, Faculty of Health Sciences",Bristol,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013332,60013332,Det Sundhedsvidenskabelige Fakultet,Copenhagen,Denmark,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013314,60013314,Taipei Veterans General Hospital,Taipei,Taiwan,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013227,60013227,Northwestern University Feinberg School of Medicine,Chicago,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013141,60013141,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012708,60012708,Stanford University,Stanford,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012516,60012516,UTHealth Houston School of Public Health,Houston,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60010348,60010348,Universitetet i Oslo,Oslo,Norway,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60009969,60009969,MRC Epidemiology Unit,Cambridge,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008734,60008734,Vrije Universiteit Amsterdam,Amsterdam,Netherlands,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008708,60008708,Faculty of Engineering,Alexandria,Egypt,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008435,60008435,Tohoku University,Sendai,Japan,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007006,60007006,Frederiksberg Hospital,Copenhagen,Denmark,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005558,60005558,Mayo Clinic,Rochester,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005517,60005517,Wellcome Sanger Institute,Hinxton,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005189,60005189,Nanjing University of Chinese Medicine,Nanjing,China,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60004965,60004965,National Defense Medical Center Taiwan,Taipei,Taiwan,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60003858,60003858,Uppsala Universitet,Uppsala,Sweden,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60003711,60003711,University of Pennsylvania Perelman School of Medicine,Philadelphia,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002952,60002952,Helsingin Yliopisto,Helsinki,Finland,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002746,60002746,Harvard Medical School,Boston,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002634,60002634,University of Oxford Medical Sciences Division,Oxford,United Kingdom,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001439,60001439,Pennsylvania State University,University Park,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001001,60001001,Broad Institute,Cambridge,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/119562142,119562142,Atlanta VA Health Care System,Decatur,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/107030067,107030067,Center for Non-Communicable Diseases,Karachi,Pakistan,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60157832,60157832,Yale School of Engineering &amp; Applied Science,New Haven,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60136640,60136640,School of Computer Science,Pittsburgh,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60122467,60122467,Duke University Hospital,Durham,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60090016,60090016,Dorothy M. Davis Heart and Lung Research Institute,Columbus,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60033182,60033182,University of Michigan Medical School,Ann Arbor,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032980,60032980,Buck Institute for Research on Aging,Novato,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032497,60032497,The Ohio State University College of Medicine,Columbus,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60031437,60031437,Wake Forest University School of Medicine,Winston Salem,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030840,60030840,Københavns Universitet,Copenhagen,Denmark,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030162,60030162,Columbia University,New York,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029445,60029445,University of Minnesota Twin Cities,Minneapolis,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027950,60027950,Carnegie Mellon University,Pittsburgh,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027565,60027565,Columbia University Irving Medical Center,New York,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025038,60025038,"University of California, Berkeley",Berkeley,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024746,60024746,University of Rochester Medical Center,Rochester,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022756,60022756,Washington University School of Medicine in St. Louis,St. Louis,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022443,60022443,Division of Biology and Medicine,Providence,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021784,60021784,New York University,New York,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60018573,60018573,The University of Texas Health Science Center at San Antonio,San Antonio,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017994,60017994,Yale School of Medicine,New Haven,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013227,60013227,Northwestern University Feinberg School of Medicine,Chicago,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012708,60012708,Stanford University,Stanford,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60011605,60011605,Vagelos College of Physicians and Surgeons,New York,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60010887,60010887,The Jackson Laboratory,Bar Harbor,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60010875,60010875,"Luddy School of Informatics, Computing, and Engineering",Bloomington,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008772,60008772,University of Minnesota Medical School,Minneapolis,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006577,60006577,National Institutes of Health (NIH),Bethesda,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005558,60005558,Mayo Clinic,Rochester,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005200,60005200,Duke University School of Medicine,Durham,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002746,60002746,Harvard Medical School,Boston,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001361,60001361,University of Pittsburgh School of Medicine,Pittsburgh,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000209,60000209,UConn Health,Farmington,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/127881029,127881029,a Genentech accelerator,New York,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/113169130,113169130,New York Genome Center,New York,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006183,60006183,Johns Hopkins Bloomberg School of Public Health,Baltimore,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005248,60005248,Johns Hopkins University,Baltimore,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001117,60001117,Johns Hopkins University School of Medicine,Baltimore,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027053,60027053,National Cancer Institute at Frederick,Frederick,United States,15
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,15
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013409,60013409,National Cancer Institute (NCI),Rockville,United States,15
