@_fa,affiliation-url,afid,affilname,affiliation-city,affiliation-country,entry_number
true,https://api.elsevier.com/content/affiliation/affiliation_id/60077650,60077650,Byrd Alzheimer’s Center and Research Institute,Tampa,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032179,60032179,University of Wisconsin-Madison,Madison,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030612,60030612,"University of California, San Diego",La Jolla,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027550,60027550,"University of California, Los Angeles",Los Angeles,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025688,60025688,Wake Forest University Health Sciences,Winston Salem,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025488,60025488,The University of Utah,Salt Lake City,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023691,60023691,"University of California, San Francisco",San Francisco,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023222,60023222,Medical University of South Carolina,Charleston,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019674,60019674,Boston University,Boston,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60018691,60018691,Rush University Medical Center,Chicago,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60018395,60018395,Hartford Hospital,Hartford,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017866,60017866,Rhode Island Hospital,Providence,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015481,60015481,University of Washington,Seattle,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60014439,60014439,"University of California, Davis",Davis,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012771,60012771,Howard University,"Washington, D.C.",United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012708,60012708,Stanford University,Stanford,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60009788,60009788,University of Iowa Carver College of Medicine,Iowa City,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008592,60008592,Hong Kong University of Science and Technology,Hong Kong,Hong Kong,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008242,60008242,St. Joseph's Health Care London,London,Canada,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007997,60007997,Weill Cornell Medicine,New York,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007977,60007977,Albany Medical College,Albany,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007855,60007855,"Saint Joseph's Health Care London, Parkwood Hospital",London,Canada,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007363,60007363,Northwestern University,Evanston,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006463,60006463,Nathan S. Kline Institute for Psychiatric Research,Orangeburg,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60003500,60003500,The Ohio State University,Columbus,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60003486,60003486,Butler Hospital,Providence,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001844,60001844,Dartmouth-Hitchcock Medical Center,Lebanon,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000305,60000305,Case Western Reserve University,Cleveland,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/117531896,117531896,Prevent Alzheimer’s Disease 2020,Rockville,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/116887804,116887804,Neurological Care of CNY,Liverpool,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/100819010,100819010,Hong Kong Science Park,Hong Kong,Hong Kong,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60279370,60279370,F. Edward Hebert School of Medicine,Bethesda,United States,6
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029929,60029929,Massachusetts General Hospital,Boston,United States,6
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,6
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007740,60007740,"University of South Florida, Tampa",Tampa,United States,6
true,https://api.elsevier.com/content/affiliation/affiliation_id/101378861,101378861,Office of the Air Force Surgeon General,Falls Church,United States,6
true,https://api.elsevier.com/content/affiliation/affiliation_id/60257150,60257150,Medizinische Fakultät Mannheim,Mannheim,Germany,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60117862,60117862,"Life Sciences Institute, Zhejiang University",Hangzhou,China,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022653,60022653,Universitätsklinikum und Medizinische Fakultät Tübingen,Tubingen,Germany,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60020486,60020486,University of Bern,Bern,Switzerland,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017246,60017246,Eberhard Karls Universität Tübingen,Tubingen,Germany,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017059,60017059,German Cancer Research Center,Heidelberg,Germany,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016908,60016908,Universität Heidelberg,Heidelberg,Germany,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015196,60015196,Universitätsklinikum Schleswig-Holstein Campus Lübeck,Lubeck,Germany,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013409,60013409,National Cancer Institute (NCI),Rockville,United States,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012474,60012474,Kliniken Ludwigsburg Bietigheim gGmbH,Ludwigsburg,Germany,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60003280,60003280,Universitätsklinikum Heidelberg,Heidelberg,Germany,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60172319,60172319,Osaka Metropolitan University Graduate School of Medicine,Osaka,Japan,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032525,60032525,Fujita Health University School of Medicine,Toyoake,Japan,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60026940,60026940,Fujita Health University,Toyoake,Japan,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001361,60001361,University of Pittsburgh School of Medicine,Pittsburgh,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/112372606,112372606,KM Pharmaceutical Consulting,Washington,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/100803095,100803095,Inc,Baltimore,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60114314,60114314,UC Davis MIND Institute,Sacramento,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023317,60023317,UC Davis School of Medicine,Sacramento,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022778,60022778,Università degli studi di Bari Aldo Moro,Bari,Italy,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017905,60017905,IRCCS Ospedale Pediatrico Bambino Gesù,Rome,Italy,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000018,60000018,School of Veterinary Medicine,Davis,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60136396,60136396,The Thomas J. Watson College of Engineering and Applied Science,Binghamton,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60117749,60117749,"College of Biomedical Engineering &amp; Instrument Science, Zhejiang University",Hangzhou,China,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007776,60007776,Cornell University,Ithaca,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016730,60016730,National Institute on Alcohol Abuse and Alcoholism (NIAAA),Bethesda,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013780,60013780,National Institute of Neurological Disorders and Stroke,Bethesda,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005686,60005686,The University of Auckland,Auckland,New Zealand,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023004,60023004,University of Delaware,Newark,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60104469,60104469,Louis Pasteur University Hospital,Kosice,Slovakia,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60068737,60068737,Centre Hospitalo-Universitaire Dr Benbadis Constantine,Constantine,Algeria,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60033267,60033267,Hospital Universitario Virgen del Rocío,Sevilla,Spain,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60031236,60031236,Pavol Jozef Šafárik University in Košice,Kosice,Slovakia,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022148,60022148,University College London,London,United Kingdom,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021435,60021435,Barts and The London School of Medicine and Dentistry,London,United Kingdom,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016332,60016332,King Faisal Specialist Hospital &amp; Research Centre,Riyadh,Saudi Arabia,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,15
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001117,60001117,Johns Hopkins University School of Medicine,Baltimore,United States,15
true,https://api.elsevier.com/content/affiliation/affiliation_id/60103674,60103674,Deutsches Zentrum für Neurodegenerative Erkrankungen,Bonn,Germany,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60084331,60084331,Hertie-Institut für klinische Hirnforschung,Tubingen,Germany,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029311,60029311,University of Southern California,Los Angeles,United States,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015300,60015300,Università degli Studi di Brescia,Brescia,Italy,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005036,60005036,Universitätsklinikum Hamburg-Eppendorf,Hamburg,Germany,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60275832,60275832,Università LUM,Casamassima,Italy,17
true,https://api.elsevier.com/content/affiliation/affiliation_id/60073799,60073799,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,Rome,Italy,17
true,https://api.elsevier.com/content/affiliation/affiliation_id/60028186,60028186,École Polytechnique Fédérale de Lausanne,Lausanne,Switzerland,17
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,17
true,https://api.elsevier.com/content/affiliation/affiliation_id/60281529,60281529,College of Medicine,Dubai,United Arab Emirates,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60121845,60121845,Cleveland Clinic Abu Dhabi,Abu Dhabi,United Arab Emirates,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60091176,60091176,King Fahad Medical City,Riyadh,Saudi Arabia,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60072791,60072791,Sana'a University,Sana'a,Yemen,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60072743,60072743,Hamad Medical Corporation,Doha,Qatar,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60071784,60071784,Royal Hospital,Muscat,Oman,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60071771,60071771,Sultan Qaboos University College of Medicine and Health Sciences,Muscat,Oman,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60070822,60070822,Dubai Hospital,Dubai,United Arab Emirates,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60069857,60069857,Al-Adan Hospital,Safat,Kuwait,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60040363,60040363,Al-Amiri Hospital,Safat,Kuwait,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024724,60024724,University of Strathclyde,Glasgow,United Kingdom,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015984,60015984,Advocate Illinois Masonic Medical Center,Chicago,United States,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015024,60015024,RUDN University,Moscow,Russian Federation,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013183,60013183,King Saud University,Riyadh,Saudi Arabia,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000050,60000050,Royal College of Surgeons in Ireland,Dublin,Ireland,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/121829294,121829294,Mohammed Bin Khalifa Cardiac Centre,Manama,Bahrain,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,19
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60011605,60011605,Vagelos College of Physicians and Surgeons,New York,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60009452,60009452,Rush Alzheimer’s Disease Center,Chicago,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60121547,60121547,Department of Medicine,La Jolla,United States,21
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030612,60030612,"University of California, San Diego",La Jolla,United States,21
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,21
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005247,60005247,David Geffen School of Medicine at UCLA,Los Angeles,United States,21
true,https://api.elsevier.com/content/affiliation/affiliation_id/60279163,60279163,Fred Hutchinson Cancer Center,Seattle,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60120017,60120017,Department of Medicine,Cambridge,United Kingdom,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60113147,60113147,Duke University Medical Center,Durham,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60101765,60101765,"Food and Drug Administration, Center for Devices and Radiological Health",Rockville,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60080012,60080012,Nationwide Children’s Hospital,Columbus,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60033399,60033399,UCSF Benioff Children‘s Hospital,San Francisco,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032105,60032105,NYU Langone Health,New York,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030319,60030319,The Hospital for Sick Children,Toronto,Canada,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030118,60030118,The Children's Hospital of Philadelphia,Philadelphia,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60028548,60028548,University of Washington School of Medicine,Seattle,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027550,60027550,"University of California, Los Angeles",Los Angeles,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027443,60027443,University of Hawaiʻi Cancer Center,Honolulu,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025488,60025488,The University of Utah,Salt Lake City,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025152,60025152,University of Cincinnati,Cincinnati,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021600,60021600,University of Toronto Faculty of Medicine,Toronto,Canada,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021566,60021566,Primary Children's Medical Center,Salt Lake City,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60020565,60020565,Children's Hospital Los Angeles,Los Angeles,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017412,60017412,University of Cincinnati College of Medicine,Cincinnati,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017336,60017336,National Institute of Allergy and Infectious Diseases (NIAID),Bethesda,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013409,60013409,National Cancer Institute (NCI),Rockville,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013369,60013369,National Human Genome Research Institute (NHGRI),Bethesda,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012553,60012553,Medical College of Wisconsin,Milwaukee,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60009507,60009507,University of Montreal,Montreal,Canada,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008438,60008438,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Bethesda,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008308,60008308,John A. Burns School of Medicine,Honolulu,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007997,60007997,Weill Cornell Medicine,New York,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005708,60005708,UPMC Children’s Hospital of Pittsburgh,Pittsburgh,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005610,60005610,CHU Sainte-Justine - Le Centre Hospitalier Universitaire Mère-Enfant,Montreal,Canada,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005558,60005558,Mayo Clinic,Rochester,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002878,60002878,Institut de Recherches Cliniques de Montréal,Montreal,Canada,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002746,60002746,Harvard Medical School,Boston,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002507,60002507,Johns Hopkins All Children's Hospital,St Petersburg,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002339,60002339,Emory University School of Medicine,Atlanta,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002306,60002306,University of Calgary,Calgary,Canada,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001361,60001361,University of Pittsburgh School of Medicine,Pittsburgh,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001117,60001117,Johns Hopkins University School of Medicine,Baltimore,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/127295230,127295230,Allen Institute for Immunology,Seattle,United States,22
true,https://api.elsevier.com/content/affiliation/affiliation_id/60172370,60172370,Juntendo University Graduate School of Medicine,Tokyo,Japan,23
true,https://api.elsevier.com/content/affiliation/affiliation_id/60172369,60172369,Juntendo Tokyo Koto Geriatric Medical Center,Tokyo,Japan,23
true,https://api.elsevier.com/content/affiliation/affiliation_id/60103674,60103674,Deutsches Zentrum für Neurodegenerative Erkrankungen,Bonn,Germany,23
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022148,60022148,University College London,London,United Kingdom,23
true,https://api.elsevier.com/content/affiliation/affiliation_id/60020829,60020829,RIKEN Center for Brain Science,Wako,Japan,23
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019953,60019953,UCL Queen Square Institute of Neurology,London,United Kingdom,23
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,23
true,https://api.elsevier.com/content/affiliation/affiliation_id/60009740,60009740,Juntendo University School of Medicine,Tokyo,Japan,23
true,https://api.elsevier.com/content/affiliation/affiliation_id/128452309,128452309,Data Tecnica International,Washington,United States,23
true,https://api.elsevier.com/content/affiliation/affiliation_id/60281374,60281374,University of Texas School of Public Health San Antonio,San Antonio,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60126120,60126120,Berliner Institut für Gesundheitsforschung,Berlin,Germany,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60116091,60116091,Bordeaux Population Health Research Center (BPH),Bordeaux,France,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60103674,60103674,Deutsches Zentrum für Neurodegenerative Erkrankungen,Bonn,Germany,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60071127,60071127,Icelandic Heart Association,Kopavogur,Iceland,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60071115,60071115,Læknadeild Háskóla Íslands,Reykjavik,Iceland,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60033387,60033387,University of London,London,United Kingdom,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60031437,60031437,Wake Forest University School of Medicine,Winston Salem,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030846,60030846,University of Virginia School of Medicine,Charlottesville,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030058,60030058,Beth Israel Deaconess Medical Center,Boston,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029502,60029502,McGill Faculty of Medicine and Health Sciences,Montreal,Canada,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029080,60029080,Lääketieteellinen Tiedekunta,Helsinki,Finland,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60028548,60028548,University of Washington School of Medicine,Seattle,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027272,60027272,The University of Edinburgh,Edinburgh,United Kingdom,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022386,60022386,Framingham Heart Study,Framingham,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022195,60022195,Massachusetts Institute of Technology,Cambridge,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022148,60022148,University College London,London,United Kingdom,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022109,60022109,Queen Mary University of London,London,United Kingdom,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021568,60021568,McGovern Medical School,Houston,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021564,60021564,Centre Hospitalier Universitaire de Bordeaux,Talence,France,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019674,60019674,Boston University,Boston,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60018573,60018573,The University of Texas Health Science Center at San Antonio,San Antonio,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016081,60016081,Harbor-UCLA Medical Center,Torrance,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015481,60015481,University of Washington,Seattle,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013372,60013372,The University of Texas at Austin,Austin,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012516,60012516,UTHealth Houston School of Public Health,Houston,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60009969,60009969,MRC Epidemiology Unit,Cambridge,United Kingdom,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007493,60007493,Universität Bonn,Bonn,Germany,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006840,60006840,"Novartis Institutes for BioMedical Research, Inc.",Cambridge,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006385,60006385,Boston University Chobanian &amp; Avedisian School of Medicine,Boston,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006183,60006183,Johns Hopkins Bloomberg School of Public Health,Baltimore,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005248,60005248,Johns Hopkins University,Baltimore,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60004109,60004109,University of Mississippi Medical Center,Jackson,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002952,60002952,Helsingin Yliopisto,Helsinki,Finland,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001361,60001361,University of Pittsburgh School of Medicine,Pittsburgh,United States,24
true,https://api.elsevier.com/content/affiliation/affiliation_id/60172355,60172355,Saitama Medical University International Medical Center,Hidaka,Japan,25
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022403,60022403,Technion - Israel Institute of Technology,Haifa,Israel,25
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,25
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,26
true,https://api.elsevier.com/content/affiliation/affiliation_id/60168087,60168087,Kitasato University Graduate School of Medical Science,Sagamihara,Japan,27
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,27
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013959,60013959,University of Florida,Gainesville,United States,27
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008435,60008435,Tohoku University,Sendai,Japan,27
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006321,60006321,Kitasato University,Tokyo,Japan,27
true,https://api.elsevier.com/content/affiliation/affiliation_id/60138462,60138462,Institute for Bioscience and Biotechnology Research,Rockville,United States,28
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023053,60023053,National Institute of Standards and Technology,Gaithersburg,United States,28
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,28
true,https://api.elsevier.com/content/affiliation/affiliation_id/60010237,60010237,Food and Drug Administration,Silver Spring,United States,28
