@_fa,affiliation-url,afid,affilname,affiliation-city,affiliation-country,entry_number
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012197,60012197,University of Reading,Reading,United Kingdom,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60011520,60011520,King's College London,London,United Kingdom,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008978,60008978,Texas Children's Hospital,Houston,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008134,60008134,CNRS Centre National de la Recherche Scientifique,Paris,France,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005518,60005518,Guy's and St Thomas' NHS Foundation Trust,London,United Kingdom,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002494,60002494,Université McGill,Montreal,Canada,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002441,60002441,Baylor College of Medicine,Houston,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001422,60001422,Sorbonne Université,Paris,France,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000252,60000252,Hospital Universitari Virgen de la Victoria,Malaga,Spain,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000130,60000130,Universidad de Murcia,Murcia,Spain,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/118431800,118431800,Data Tecnica International,Glen Echo,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/112608906,112608906,Parque Tecnológico de la Salud,Granada,Spain,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/107034284,107034284,Taube/Koret Center for Neurodegenerative Disease Research,San Francisco,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030612,60030612,"University of California, San Diego",La Jolla,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029311,60029311,University of Southern California,Los Angeles,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60028673,60028673,Siemens AG,Munich,Germany,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025038,60025038,"University of California, Berkeley",Berkeley,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023691,60023691,"University of California, San Francisco",San Francisco,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021121,60021121,Indiana University Bloomington,Bloomington,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016782,60016782,Brigham and Women's Hospital,Boston,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015543,60015543,University of Pittsburgh,Pittsburgh,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60014439,60014439,"University of California, Davis",Davis,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60010261,60010261,Washington University in St. Louis,St. Louis,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006297,60006297,University of Pennsylvania,Philadelphia,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005558,60005558,Mayo Clinic,Rochester,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000928,60000928,Emory University,Atlanta,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/122184363,122184363,Prevent Alzheimer’s Disease,Rockville,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032980,60032980,Buck Institute for Research on Aging,Novato,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60031981,60031981,Division of Life Sciences,Piscataway,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012317,60012317,University of Oregon,Eugene,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032259,60032259,Università degli Studi di Cagliari,Cagliari,Italy,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021199,60021199,Consiglio Nazionale delle Ricerche,Rome,Italy,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025765,60025765,Turun Yliopistollinen Keskussairaala,Turku,Finland,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016622,60016622,Oulu University Hospital,Oulu,Finland,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012954,60012954,Oulun Yliopisto,Oulu,Finland,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006876,60006876,Turun yliopisto,Turku,Finland,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/118431800,118431800,Data Tecnica International,Glen Echo,United States,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/106987690,106987690,THL,Helsinki,Finland,12
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032980,60032980,Buck Institute for Research on Aging,Novato,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60031576,60031576,University of Vermont Larner College of Medicine,Burlington,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60028392,60028392,University of Colorado Anschutz Medical Campus,Aurora,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023750,60023750,"Dalhousie University, Faculty of Medicine",Halifax,Canada,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60020908,60020908,Georgetown Lombardi Comprehensive Cancer Center,"Washington, D.C.",United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019905,60019905,St. Jude Children's Research Hospital,Memphis,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015543,60015543,University of Pittsburgh,Pittsburgh,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013409,60013409,National Cancer Institute (NCI),Rockville,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012769,60012769,Mailman School of Public Health,New York,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60009343,60009343,Memorial Sloan-Kettering Cancer Center,New York,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007474,60007474,City of Hope National Med Center,Duarte,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006805,60006805,"National Opinion Research Center, Chicago",Chicago,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005200,60005200,Duke University School of Medicine,Durham,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60003443,60003443,Johns Hopkins Medical Institutions,Baltimore,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60003238,60003238,Institute for Systems Biology,Seattle,United States,13
true,https://api.elsevier.com/content/affiliation/affiliation_id/60107210,60107210,Humanitas University,Pieve Emanuele,Italy,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60104781,60104781,Istituto delle Scienze Neurologiche di Bologna,Bologna,Italy,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032980,60032980,Buck Institute for Research on Aging,Novato,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032838,60032838,Stanford University School of Medicine,Stanford,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029170,60029170,Lunds Universitet,Lund,Sweden,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60028652,60028652,National Institute of Environmental Health Sciences (NIEHS),Research Triangle Park,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60028356,60028356,Universidad Europea de Madrid,Villaviciosa de Odon,Spain,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60028084,60028084,VA Palo Alto Health Care System,Palo Alto,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027565,60027565,Columbia University Irving Medical Center,New York,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027550,60027550,"University of California, Los Angeles",Los Angeles,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024876,60024876,Humanitas Research Hospital,Rozzano,Italy,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023691,60023691,"University of California, San Francisco",San Francisco,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022148,60022148,University College London,London,United Kingdom,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021435,60021435,Barts and The London School of Medicine and Dentistry,London,United Kingdom,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015833,60015833,Universidad Austral,Buenos Aires,Argentina,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008673,60008673,Lobachevsky State University of Nizhni Novgorod,Nizhny Novgorod,Russian Federation,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007174,60007174,Lawrence Berkeley National Laboratory,Berkeley,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006511,60006511,Jane &amp; Terry Semel Institute for Neuroscience &amp; Human Behavior,Los Angeles,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60004024,60004024,Hospital Universitario 12 de Octubre,Madrid,Spain,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002746,60002746,Harvard Medical School,Boston,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002388,60002388,Albert Einstein College of Medicine,New York,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002339,60002339,Emory University School of Medicine,Atlanta,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/123612006,123612006,Iuve Inc.,San Mateo,United States,14
true,https://api.elsevier.com/content/affiliation/affiliation_id/60279654,60279654,College of Engineering,Logan,United States,15
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024978,60024978,University of Utah School of Medicine,Salt Lake City,United States,15
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,15
true,https://api.elsevier.com/content/affiliation/affiliation_id/60279066,60279066,NIHR Leicester Biomedical Research Centre,Leicester,United Kingdom,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60159380,60159380,Netherlands eScience Center,Amsterdam,Netherlands,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60033125,60033125,University of Leicester,Leicester,United Kingdom,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60031846,60031846,University of South Australia,Adelaide,Australia,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60028628,60028628,Northeastern University,Boston,United States,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027844,60027844,Universidad de Granada,Granada,Spain,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012311,60012311,Karolinska Institutet,Stockholm,Sweden,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60009358,60009358,Linköpings Universitet,Linkoping,Sweden,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60004030,60004030,Norges Idrettshøgskole,Oslo,Norway,16
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023004,60023004,University of Delaware,Newark,United States,17
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,17
true,https://api.elsevier.com/content/affiliation/affiliation_id/60105037,60105037,Oslo Universitetssykehus,Oslo,Norway,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030616,60030616,Institut-Hôpital Neurologique de Montréal,Montreal,Canada,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019953,60019953,UCL Queen Square Institute of Neurology,London,United Kingdom,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013780,60013780,National Institute of Neurological Disorders and Stroke,Bethesda,United States,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002494,60002494,Université McGill,Montreal,Canada,18
true,https://api.elsevier.com/content/affiliation/affiliation_id/60118427,60118427,Sir Run Run Shaw Hospital,Hangzhou,China,19
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030398,60030398,Temple University,Philadelphia,United States,19
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029627,60029627,Stritch School of Medicine,Maywood,United States,19
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027550,60027550,"University of California, Los Angeles",Los Angeles,United States,19
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017412,60017412,University of Cincinnati College of Medicine,Cincinnati,United States,19
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,19
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015183,60015183,Keck School of Medicine of USC,Los Angeles,United States,19
true,https://api.elsevier.com/content/affiliation/affiliation_id/60011605,60011605,Vagelos College of Physicians and Surgeons,New York,United States,19
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007997,60007997,Weill Cornell Medicine,New York,United States,19
true,https://api.elsevier.com/content/affiliation/affiliation_id/123560092,123560092,Attia Medical,New York,United States,19
true,https://api.elsevier.com/content/affiliation/affiliation_id/123554273,123554273,United Kingdom,London,United Kingdom,19
true,https://api.elsevier.com/content/affiliation/affiliation_id/109934510,109934510,Pentara Corporation,Salt Lake City,United States,19
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032610,60032610,"Mayo Clinic in Rochester, Minnesota",Rochester,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030612,60030612,"University of California, San Diego",La Jolla,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030162,60030162,Columbia University,New York,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029311,60029311,University of Southern California,Los Angeles,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027086,60027086,The University of Alabama at Birmingham,Birmingham,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025778,60025778,"University of Michigan, Ann Arbor",Ann Arbor,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025111,60025111,The University of North Carolina at Chapel Hill,Chapel Hill,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024609,60024609,Indiana University-Purdue University Indianapolis,Indianapolis,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023691,60023691,"University of California, San Francisco",San Francisco,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017606,60017606,Florida Atlantic University,Boca Raton,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016849,60016849,University of Toronto,Toronto,Canada,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016733,60016733,Oregon Health &amp; Science University,Portland,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015481,60015481,University of Washington,Seattle,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013780,60013780,National Institute of Neurological Disorders and Stroke,Bethesda,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60010365,60010365,The University of British Columbia,Vancouver,Canada,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60010261,60010261,Washington University in St. Louis,St. Louis,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60009982,60009982,Harvard University,Cambridge,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007363,60007363,Northwestern University,Evanston,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006297,60006297,University of Pennsylvania,Philadelphia,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005248,60005248,Johns Hopkins University,Baltimore,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005247,60005247,David Geffen School of Medicine at UCLA,Los Angeles,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002333,60002333,"Mayo Clinic in Jacksonville, Florida",Jacksonville,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000305,60000305,Case Western Reserve University,Cleveland,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/117301932,117301932,Rainwater Charitable Foundation,Fort Worth,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/113106865,113106865,Bluefield Project to Cure Frontotemporal Dementia,San Francisco,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/112527158,112527158,UTSW,Dallas,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/112422983,112422983,Association for Frontotemporal Degeneration,Radnor,United States,20
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025111,60025111,The University of North Carolina at Chapel Hill,Chapel Hill,United States,21
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024978,60024978,University of Utah School of Medicine,Salt Lake City,United States,21
