@_fa,affiliation-url,afid,affilname,affiliation-city,affiliation-country,entry_number
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022323,60022323,Clinical Trial Service Unit and Epidemiological Studies Unit,Oxford,United Kingdom,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021435,60021435,Barts and The London School of Medicine and Dentistry,London,United Kingdom,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019295,60019295,Karolinska Universitetssjukhuset,Stockholm,Sweden,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60018701,60018701,School of Public Health,Boston,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017161,60017161,National University of Singapore,Singapore City,Singapore,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016782,60016782,Brigham and Women's Hospital,Boston,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016660,60016660,University of Michigan School of Public Health,Ann Arbor,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016639,60016639,UNC Gillings School of Global Public Health,Chapel Hill,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015618,60015618,Leids Universitair Medisch Centrum,Leiden,Netherlands,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015481,60015481,University of Washington,Seattle,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015150,60015150,Imperial College London,London,United Kingdom,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60014311,60014311,"University of Bristol, Faculty of Health Sciences",Bristol,United Kingdom,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60014232,60014232,VA Medical Center,NA,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013369,60013369,National Human Genome Research Institute (NHGRI),Bethesda,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013141,60013141,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012708,60012708,Stanford University,Stanford,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012516,60012516,UTHealth Houston School of Public Health,Houston,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60009969,60009969,MRC Epidemiology Unit,Cambridge,United Kingdom,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60009466,60009466,Hospital de La Santa Creu I Sant Pau,Barcelona,Spain,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008734,60008734,Vrije Universiteit Amsterdam,Amsterdam,Netherlands,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008435,60008435,Tohoku University,Sendai,Japan,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007567,60007567,University of Florida College of Medicine,Gainesville,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007363,60007363,Northwestern University,Evanston,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007006,60007006,Frederiksberg Hospital,Copenhagen,Denmark,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005517,60005517,Wellcome Sanger Institute,Hinxton,United Kingdom,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005189,60005189,Nanjing University of Chinese Medicine,Nanjing,China,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60003858,60003858,Uppsala Universitet,Uppsala,Sweden,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60003711,60003711,University of Pennsylvania Perelman School of Medicine,Philadelphia,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002952,60002952,Helsingin Yliopisto,Helsinki,Finland,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002746,60002746,Harvard Medical School,Boston,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002634,60002634,University of Oxford Medical Sciences Division,Oxford,United Kingdom,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001997,60001997,Amsterdam UMC - Vrije Universiteit Amsterdam,Amsterdam,Netherlands,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001439,60001439,Pennsylvania State University,University Park,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001001,60001001,Broad Institute,Cambridge,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000239,60000239,Université de Lausanne (UNIL),Lausanne,Switzerland,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/119562142,119562142,Atlanta VA Health Care System,Decatur,United States,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/107030067,107030067,Center for Non-Communicable Diseases,Karachi,Pakistan,1
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,2
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006183,60006183,Johns Hopkins Bloomberg School of Public Health,Baltimore,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001117,60001117,Johns Hopkins University School of Medicine,Baltimore,United States,3
true,https://api.elsevier.com/content/affiliation/affiliation_id/60190686,60190686,UVic-Genome BC Proteomics Centre,Victoria,Canada,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032838,60032838,Stanford University School of Medicine,Stanford,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032114,60032114,Erasmus MC,Rotterdam,Netherlands,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60026680,60026680,NUS Yong Loo Lin School of Medicine,Singapore City,Singapore,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024013,60024013,UF College of Veterinary Medicine,Gainesville,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024007,60024007,Helmholtz Center Munich German Research Center for Environmental Health,Oberschleissheim,Germany,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023053,60023053,National Institute of Standards and Technology,Gaithersburg,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021802,60021802,Univerza v Ljubljani Medicinska Fakulteta,Ljubljana,Slovenia,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015618,60015618,Leids Universitair Medisch Centrum,Leiden,Netherlands,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015481,60015481,University of Washington,Seattle,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005247,60005247,David Geffen School of Medicine at UCLA,Los Angeles,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60003368,60003368,SCIEX,Framingham,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002952,60002952,Helsingin Yliopisto,Helsinki,Finland,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/118797598,118797598,AB Sciex,Macclesfield,United Kingdom,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/116728653,116728653,SCIEX,Redwood City,United States,4
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030162,60030162,Columbia University,New York,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024426,60024426,Texas Biomedical Research Institute,San Antonio,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021334,60021334,University of Arizona College of Medicine – Tucson,Tucson,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017336,60017336,National Institute of Allergy and Infectious Diseases (NIAID),Bethesda,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000209,60000209,UConn Health,Farmington,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/126156559,126156559,Life Biosciences,Boston,United States,5
true,https://api.elsevier.com/content/affiliation/affiliation_id/60271618,60271618,Centre de recherche CERVO,Quebec,Canada,6
true,https://api.elsevier.com/content/affiliation/affiliation_id/60172257,60172257,Istituti Clinici Scientifici Maugeri Spa – SB,Pavia,Italy,6
true,https://api.elsevier.com/content/affiliation/affiliation_id/60115564,60115564,Reta Lila Weston Institute of Neurological Studies,London,United Kingdom,6
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029411,60029411,Istituto di Ricerche Farmacologiche Mario Negri,Milan,Italy,6
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,6
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015986,60015986,Università di Trento,Trento,Italy,6
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012259,60012259,Università degli Studi di Torino,Turin,Italy,6
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001117,60001117,Johns Hopkins University School of Medicine,Baltimore,United States,6
true,https://api.elsevier.com/content/affiliation/affiliation_id/60155621,60155621,College of Arts and Sciences,Coral Gables,United States,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027561,60027561,University of Illinois at Chicago,Chicago,United States,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025315,60025315,Rollins School of Public Health,Atlanta,United States,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60020469,60020469,UNC School of Medicine,Chapel Hill,United States,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60018926,60018926,San Diego State University,San Diego,United States,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007278,60007278,"University of California, Irvine",Irvine,United States,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005281,60005281,"National Heart, Lung, and Blood Institute (NHLBI)",Bethesda,United States,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002388,60002388,Albert Einstein College of Medicine,New York,United States,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60000745,60000745,University of Illinois Urbana-Champaign,Urbana,United States,7
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60003158,60003158,National Institute of Mental Health,Bethesda,United States,8
true,https://api.elsevier.com/content/affiliation/affiliation_id/60122541,60122541,Dell Medical School,Austin,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60103674,60103674,Deutsches Zentrum für Neurodegenerative Erkrankungen,Bonn,Germany,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60102851,60102851,Banner Alzheimer's Institute,Phoenix,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60033387,60033387,University of London,London,United Kingdom,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60031837,60031837,Alzheimer's Association,Chicago,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60031437,60031437,Wake Forest University School of Medicine,Winston Salem,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030612,60030612,"University of California, San Diego",La Jolla,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029470,60029470,Commonwealth Scientific and Industrial Research Organisation,Canberra,Australia,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029311,60029311,University of Southern California,Los Angeles,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60026553,60026553,University of Melbourne,Melbourne,Australia,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025778,60025778,"University of Michigan, Ann Arbor",Ann Arbor,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025553,60025553,University of Wisconsin School of Medicine and Public Health,Madison,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025488,60025488,The University of Utah,Salt Lake City,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60025038,60025038,"University of California, Berkeley",Berkeley,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023691,60023691,"University of California, San Francisco",San Francisco,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023009,60023009,Penn Medicine,Philadelphia,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022786,60022786,Universitätsmedizin Greifswald,Greifswald,Germany,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022756,60022756,Washington University School of Medicine in St. Louis,St. Louis,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021121,60021121,Indiana University Bloomington,Bloomington,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60018573,60018573,The University of Texas Health Science Center at San Antonio,San Antonio,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015623,60015623,General Electric Company,Boston,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015543,60015543,University of Pittsburgh,Pittsburgh,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015481,60015481,University of Washington,Seattle,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015183,60015183,Keck School of Medicine of USC,Los Angeles,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60014439,60014439,"University of California, Davis",Davis,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60010261,60010261,Washington University in St. Louis,St. Louis,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007278,60007278,"University of California, Irvine",Irvine,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006297,60006297,University of Pennsylvania,Philadelphia,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006263,60006263,Mallinckrodt Institute of Radiology,St. Louis,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60005558,60005558,Mayo Clinic,Rochester,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60003711,60003711,University of Pennsylvania Perelman School of Medicine,Philadelphia,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60002746,60002746,Harvard Medical School,Boston,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60001117,60001117,Johns Hopkins University School of Medicine,Baltimore,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/108290668,108290668,Janssen Alzheimer Immunotherapy,San Francisco,United States,9
true,https://api.elsevier.com/content/affiliation/affiliation_id/60115564,60115564,Reta Lila Weston Institute of Neurological Studies,London,United Kingdom,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60103296,60103296,Cambridge Institute for Medical Research,Cambridge,United Kingdom,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60026306,60026306,University of Nebraska–Lincoln,Lincoln,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017777,60017777,National Institute of Child Health and Human Development (NICHD),Bethesda,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017252,60017252,National Institute on Aging (NIA),Bethesda,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60013959,60013959,University of Florida,Gainesville,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60010269,60010269,The Medical Research Council Laboratory of Molecular Biology,Cambridge,United Kingdom,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008438,60008438,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Bethesda,United States,10
true,https://api.elsevier.com/content/affiliation/affiliation_id/60257150,60257150,Medizinische Fakultät Mannheim,Mannheim,Germany,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60172674,60172674,NIHR Oxford Health Biomedical Research Centre,Oxford,United Kingdom,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60171764,60171764,Bristol Medical School,Bristol,United Kingdom,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60159370,60159370,Imagerie et Cerveau (iBrain),Tours,France,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60121246,60121246,Departement Neurowetenschappen,Leuven,Belgium,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60120341,60120341,Institut du Cerveau et de la Moelle Épinière,Paris,France,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60111707,60111707,University of Exeter Medical School,Exeter,United Kingdom,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60111308,60111308,Azienda Ospedaliera - Universitaria Città della Salute e della Scienza di Torino,Turin,Italy,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60107177,60107177,Institut d’Epidémiologie Neurologique et de Neurologie Tropicale,Limoges,France,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60103674,60103674,Deutsches Zentrum für Neurodegenerative Erkrankungen,Bonn,Germany,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60083964,60083964,Hôpital des Peupliers,Paris,France,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60083543,60083543,IRCCS Fondazione Mondino,Pavia,Italy,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032724,60032724,University Medical Center Utrecht,Utrecht,Netherlands,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60032515,60032515,Universitätsklinikum Würzburg,Wurzburg,Germany,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60031069,60031069,KU Leuven– University Hospital Leuven,Leuven,Belgium,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60031040,60031040,Umeå Universitet,Umea,Sweden,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60031004,60031004,The University of Queensland,Brisbane,Australia,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030944,60030944,"Illumina, Inc.",San Diego,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030616,60030616,Institut-Hôpital Neurologique de Montréal,Montreal,Canada,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60030318,60030318,Università degli Studi di Milano,Milan,Italy,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029929,60029929,Massachusetts General Hospital,Boston,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029502,60029502,McGill Faculty of Medicine and Health Sciences,Montreal,Canada,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029411,60029411,Istituto di Ricerche Farmacologiche Mario Negri,Milan,Italy,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60029337,60029337,Biogen Inc.,Cambridge,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60028868,60028868,Università di Pisa,Pisa,Italy,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60027272,60027272,The University of Edinburgh,Edinburgh,United Kingdom,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60026245,60026245,Charité – Universitätsmedizin Berlin,Berlin,Germany,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60024052,60024052,Hannover Medical School,Hannover,Germany,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60023020,60023020,Universitat Autònoma de Barcelona,Cerdanyola del Valles,Spain,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60022778,60022778,Università degli studi di Bari Aldo Moro,Bari,Italy,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60021696,60021696,Faculdade de Medicina da Universidade de Lisboa,Lisbon,Portugal,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60020958,60020958,Faculty of Medicine,Jerusalem,Israel,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019953,60019953,UCL Queen Square Institute of Neurology,London,United Kingdom,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60019793,60019793,Vlaams Instituut voor Biotechnologie,Ghent,Belgium,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60018859,60018859,Mayo Clinic Graduate School of Biomedical Sciences,Rochester,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017275,60017275,"Foundation IRCCS Neurological Institute ""C. Besta""",Milan,Italy,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60017064,60017064,Hospital San Rafael,Barcelona,Spain,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016638,60016638,Centre Hospitalier Regional et Universitaire de Tours,Tours,France,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60016173,60016173,Cedars-Sinai Medical Center,Los Angeles,United States,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015759,60015759,CHU de Limoges,Limoges,France,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015622,60015622,Hôpital Universitaire Pitié Salpêtrière,Paris,France,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60015300,60015300,Università degli Studi di Brescia,Brescia,Italy,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60014295,60014295,"School of Medicine, Dentistry and Biomedical Sciences",Belfast,United Kingdom,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012345,60012345,Christian-Albrechts-Universität zu Kiel,Kiel,Germany,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60012259,60012259,Università degli Studi di Torino,Turin,Italy,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60011805,60011805,Hospital Universitari de Bellvitge,Barcelona,Spain,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60011520,60011520,King's College London,London,United Kingdom,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60011149,60011149,Trinity College Dublin,Dublin,Ireland,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60010819,60010819,Universitätsklinikum Ulm,Ulm,Germany,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008870,60008870,Tel Aviv Sourasky Medical Center,Tel Aviv-Yafo,Israel,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60008750,60008750,The Sheffield Medical School,Sheffield,United Kingdom,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007896,60007896,Universitätsklinikum Essen,Essen,Germany,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60007067,60007067,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,Milan,Italy,11
true,https://api.elsevier.com/content/affiliation/affiliation_id/60006646,60006646,IRCCS Istituto Auxologico Italiano,Milan,Italy,11
